fips,state,mcr_benes,mcr_avg_age,dual_pct,imaging_p1k,em_p1k,tests_p1k,uninsured,mammography,flu_vax,prevent_hosp,chr_diabetes,pcp_ratio,median_income,pct_rural,long_commute,broadband,state_abb,medicaid_expansion
13025,Georgia,3803,71,0.2074,4092.5014,14394.636,6313.6289,0.1893437882,0.36,0.38,6407,0.099,1.587554e-4,44680,0.9944598338,0.539,0.6614392496,GA,no
13027,Georgia,4200,73,0.2531,4071.5768,13809.1286,5492.7386,0.2003616042,0.43,0.39,6059,0.124,1.933862e-4,39554,0.7103983254,0.359,0.671507498,GA,no
13029,Georgia,6671,71,0.0973,3956.9075,12430.9252,6667.3004,0.1274839767,0.42,0.44,4313,0.09,7.347346e-4,79296,0.5234346575,0.636,0.8717811159,GA,no
13031,Georgia,11777,72,0.1589,4316.6515,14981.0737,7009.4631,0.1591797654,0.44,0.5,6542,0.115,5.304285e-4,48788,0.4828317929,0.273,0.7736255708,GA,no
13033,Georgia,5128,70,0.2002,3720.1448,9705.6695,4899.2762,0.140394488,0.44,0.32,6540,0.205,3.567765e-4,42632,0.749957111,0.451,0.7234224338,GA,no
13035,Georgia,5188,71,0.1612,4146.1777,14071.7975,7112.6033,0.16370287,0.38,0.45,4600,0.137,2.066714e-4,47410,0.7794123864,0.513,0.6953738374,GA,no
13037,Georgia,1260,71,0.3265,4155.7223,11771.1069,4547.8424,0.1806433874,0.43,0.29,4056,0.109,1.574307e-4,34960,1,0.386,0.6319124424,GA,no
13039,Georgia,10117,71,0.0994,4469.0612,13524.8933,5191.5007,0.1422001803,0.46,0.44,4739,0.118,2.794493e-4,58552,0.3144339081,0.336,0.8433136829,GA,no
13043,Georgia,2536,71,0.2716,4080.3662,13387.589,5042.7263,0.2203924317,0.34,0.33,6916,0.154,2.768549e-4,41665,0.6696672122,0.303,0.6336905059,GA,no
13045,Georgia,23011,71,0.1749,3906.9622,13458.1852,6598.9964,0.1520123776,0.37,0.45,4397,0.176,4.656242e-4,59193,0.4182507442,0.407,0.818413956,GA,no
13047,Georgia,14998,73,0.139,4489.295,13560.3133,8832.7676,0.1393843213,0.41,0.5,3668,0.165,5.043014e-4,60753,0.2810202996,0.325,0.8293647591,GA,no
13049,Georgia,2299,71,0.2232,4300.8929,14386.6071,6759.8214,0.1838909258,0.41,0.39,4765,0.135,3.084516e-4,42891,0.5102292334,0.553,0.6519727891,GA,no
13051,Georgia,55236,73,0.1095,4128.0503,14003.4197,6252.9764,0.1649459044,0.46,0.48,4131,0.11,8.955895e-4,57122,0.0450499381,0.267,0.8518071623,GA,no
13053,Georgia,679,69,0.1467,3443.3333,11290,5713.3333,0.1043753295,0.22,0.33,2209,0.108,7.487832e-4,46106,0.2951983669,0.149,0.7809338521,GA,no
13055,Georgia,6166,70,0.2554,4226.9231,13388.4615,7640,0.1755285744,0.36,0.44,6543,0.142,8.06777e-5,41561,0.5755910052,0.395,0.6965442765,GA,no
13057,Georgia,48144,73,0.0621,4400.8198,13907.8749,6719.6548,0.1406384893,0.4,0.51,3879,0.11,4.092088e-4,88635,0.1710272177,0.588,0.9228700773,GA,no
13059,Georgia,18536,72,0.1492,4034.188,13654.1927,5968.815,0.1820010546,0.47,0.53,4720,0.074,6.754104e-4,41036,0.0585962267,0.168,0.823683564,GA,no
13061,Georgia,831,72,0.2441,3355.8824,10891.1765,5547.0588,0.1678903573,0.29,0.35,7692,0.125,3.463803e-4,24732,1,0.398,0.6658615137,GA,no
13063,Georgia,39870,68,0.2324,3587.9303,13615.646,5953.1515,0.1854757634,0.37,0.43,4544,0.12,2.624173e-4,50737,0.0088773591,0.5,0.8016631487,GA,no
13065,Georgia,1529,70,0.3034,3769.8171,14298.7805,5586.8902,0.1792331682,0.35,0.33,7500,0.178,1.504212e-4,42928,0.604295381,0.152,0.469115866,GA,no
13067,Georgia,114479,73,0.0807,4055.3847,13260.4735,5327.9268,0.1422530994,0.41,0.52,4315,0.089,7.398942e-4,79622,0.0024619302,0.537,0.9156876173,GA,no
13069,Georgia,7712,70,0.2343,4882.1078,14668.9491,7006.2519,0.1953585242,0.36,0.37,8643,0.135,5.105238e-4,41675,0.6658324677,0.196,0.6624186175,GA,no
13071,Georgia,9294,71,0.2242,4010.989,14719.4139,5004.6398,0.238074809,0.44,0.36,7134,0.162,4.386735e-4,41899,0.5894984395,0.263,0.7202837794,GA,no
13073,Georgia,26765,72,0.0688,4083.1392,11641.3297,4628.9082,0.1016089072,0.41,0.47,3587,0.089,0.0010434828,88285,0.1622774137,0.35,0.8396695965,GA,no
13075,Georgia,3677,71,0.2528,4056.1865,13072.9229,4783.0245,0.186642984,0.45,0.41,6257,0.167,6.409509e-4,40670,0.5941203811,0.323,0.6438796847,GA,no
13077,Georgia,26932,72,0.0936,4098.8075,12821.0392,6604.0034,0.1385882128,0.42,0.47,4029,0.136,4.661877e-4,79232,0.3293275839,0.474,0.8554818872,GA,no
13079,Georgia,2932,71,0.1694,4490.2755,15465.154,7450.5673,0.1769472298,0.35,0.44,4840,0.174,8.1182e-5,50411,1,0.615,0.7235033259,GA,no
13081,Georgia,4715,72,0.1944,4381.161,13391.5663,5284.7755,0.1647954866,0.47,0.41,7168,0.175,7.521791e-4,40482,0.4702845685,0.2,0.6057076296,GA,no
13083,Georgia,4005,72,0.1632,3789.0144,11466.1191,7810.5749,0.1590309822,0.41,0.42,3962,0.238,3.697769e-4,45986,0.7212769795,0.469,0.7527037934,GA,no
13085,Georgia,6093,72,0.1047,4281.0243,14203.2173,7430.0722,0.1594840516,0.38,0.51,5037,0.139,7.176175e-4,69155,0.8030900134,0.541,0.8518969141,GA,no
13087,Georgia,6127,71,0.2331,3767.5656,12801.2775,4612.846,0.1838001801,0.35,0.35,6194,0.154,4.515522e-4,40473,0.5647582789,0.293,0.5542443475,GA,no
13089,Georgia,114063,72,0.1585,3685.8437,13280.1142,5299.5967,0.1708975241,0.37,0.47,4278,0.108,0.0010944303,63606,0.0026304645,0.512,0.8499837131,GA,no
13091,Georgia,4437,71,0.2513,4052.0204,16042.2666,6528.1003,0.1521408246,0.37,0.43,4740,0.148,3.863801e-4,41118,0.7222884933,0.363,0.6064499213,GA,no
13093,Georgia,2314,72,0.2072,4295.6927,14565.7742,5315.4831,0.1728174824,0.46,0.37,6255,0.215,7.29607e-5,37109,0.5366671136,0.269,0.5922310757,GA,no
13095,Georgia,18334,72,0.2067,4041.0176,12009.0039,5875.2322,0.1670096316,0.46,0.41,5359,0.167,7.891016e-4,36894,0.1395971025,0.143,0.734473553,GA,no
13097,Georgia,22635,70,0.1472,4052.5026,13961.4981,5414.6541,0.149341753,0.37,0.45,5334,0.111,3.646848e-4,62915,0.1575719583,0.539,0.8027120987,GA,no
13099,Georgia,2540,72,0.2576,4049.3716,12409.3357,5566.4273,0.1391196528,0.28,0.33,5276,0.12,6.831268e-4,40011,0.6595203488,0.375,0.4914089347,GA,no
13101,Georgia,599,71,0.2069,4296.5517,15258.6207,6700,0.251026393,0.32,0.41,3059,0.116,NA,40408,1,0.388,0.4740550929,GA,no
13103,Georgia,10642,71,0.112,3865.7455,13050.9383,5798.7214,0.1354427832,0.42,0.42,4165,0.073,2.251166e-4,71628,0.6705263158,0.552,0.8069620253,GA,no
13105,Georgia,5436,72,0.1932,3734.975,10160.2671,5973.7062,0.1800688677,0.35,0.33,6101,0.15,4.707113e-4,40962,0.7061886343,0.26,0.5999470829,GA,no
13107,Georgia,5232,71,0.2774,3945.4181,10879.319,5029.0436,0.1588211913,0.34,0.35,8374,0.199,4.422431e-4,38529,0.6688202496,0.403,0.693215691,GA,no
13109,Georgia,2300,72,0.2153,4071.0441,14219.591,5698.6006,0.1778277331,0.41,0.45,6264,0.077,4.663744e-4,41425,0.6128181818,0.375,0.6905472637,GA,no
13111,Georgia,8940,72,0.1125,3702.3997,11845.9874,6897.7183000000005,0.1923310345,0.4,0.48,3855,0.128,4.621784e-4,47980,1,0.351,0.8321483474,GA,no
13113,Georgia,26328,74,0.054,3987.1128,12967.1609,6995.8078,0.107960508,0.49,0.52,3321,0.084,0.0011017196,94563,0.1817823529,0.482,0.9007819288,GA,no
13115,Georgia,21983,72,0.1864,4743.281,14374.7231,8319.3334,0.1719197708,0.4,0.5,7180,0.144,0.0013070961,50520,0.3682216016,0.286,0.7778525183,GA,no
13117,Georgia,35118,74,0.0575,4454.269,15100.8228,7661.4596,0.106849419,0.4,0.53,3810,0.076,3.972749e-4,113332,0.0992188524,0.531,0.9382043699,GA,no
13119,Georgia,5816,71,0.2242,3887.8871,12820.0706,6577.8126,0.191538246,0.39,0.52,5751,0.148,2.60609e-4,47691,0.8892863612,0.395,0.679787234,GA,no
13121,Georgia,148287,73,0.1268,3972.2261,14078.1162,6331.1335,0.1367445124,0.38,0.5,4273,0.081,0.0011065465,79235,0.0107768898,0.416,0.8556369588,GA,no
13123,Georgia,9542,72,0.1251,3875.0695,12175.9036,6087.8591,0.2467260346,0.38,0.48,3144,0.148,5.516615e-4,57007,0.8764315001,0.409,0.7678229765,GA,no
13125,Georgia,632,73,0.1797,4037.2881,12044.0678,5464.4068,0.1459614596,0.41,0.4,3444,0.126,3.338898e-4,49350,1,0.501,0.6561371841,GA,no
13127,Georgia,20827,73,0.1048,4114.2255,12883.3929,5099.8443,0.1764335129,0.45,0.46,4870,0.102,5.045823e-4,58017,0.2056614674,0.196,0.7791846185,GA,no
13129,Georgia,11624,71,0.1936,4314.8365,13439.5641,7335.9598,0.2064360952,0.36,0.49,5760,0.127,4.160527e-4,53373,0.5155836625,0.291,0.7230679442,GA,no
13131,Georgia,5707,72,0.1826,3820.5534,13634.3874,5564.0316,0.2079838302,0.48,0.42,5740,0.221,5.25295e-4,42603,0.6236056135,0.373,0.7033712785,GA,no
13133,Georgia,6729,73,0.0705,4114.077,12977.5218,6987.075,0.1972937936,0.52,0.52,4073,0.117,5.650356e-4,60973,0.8274978117,0.383,0.71480650590000006,GA,no
13135,Georgia,119788,72,0.1275,3843.8851,13471.9937,6441.7329,0.1806141344,0.37,0.48,3977,0.104,6.499379e-4,72225,0.0048552068,0.56,0.8856407459,GA,no
13137,Georgia,10550,73,0.15310000000000001,4160.6174,12780.559,7580.7259,0.2002266059,0.44,0.47,4850,0.087,4.847096e-4,51296,0.5876257522,0.364,0.709558095,GA,no
13139,Georgia,38605,73,0.1144,4636.3588,13906.8193,8118.5985,0.208998206,0.45,0.5,5175,0.115,5.73837e-4,66698,0.2055664389,0.345,0.8582639234,GA,no
13141,Georgia,2433,70,0.2201,3466.7473,11297.4607,5452.237,0.137485538,0.42,0.35,3239,0.232,1.197892e-4,31715,0.6158659455,0.415,0.476798924,GA,no
13143,Georgia,6614,71,0.2219,4090.2201,12083.7243,6652.472,0.157120743,0.33,0.37,4457,0.078,4.063251e-4,49020,0.7735927728,0.406,0.768540723,GA,no
13145,Georgia,7917,72,0.0841,3992.1511,12990.4341,6445.1803,0.1187716014,0.41,0.44,3600,0.16,3.770848e-4,74052,0.966837372,0.404,0.8320171109,GA,no
13147,Georgia,7237,73,0.1668,3777.8704,12705.866,6424.2424,0.17784522,0.4,0.53,5029,0.107,3.448408e-4,50647,0.7446555348,0.277,0.7009032782,GA,no
13149,Georgia,2451,70,0.2274,3715.2918,13010.0604,5934.6076,0.1493137963,0.32,0.42,3529,0.089,1.683643e-4,48984,1,0.494,0.7145713016,GA,no
13151,Georgia,37859,70,0.1207,4154.3392,14243.2121,7231.4008,0.1369555766,0.44,0.45,3887,0.123,4.864912e-4,72927,0.1385333608,0.546,0.8837913245,GA,no
13153,Georgia,28062,72,0.098,4779.5375,17223.9819,6904.0347,0.1200387582,0.45,0.39,6304,0.145,5.531649e-4,65641,0.099621158,0.27,0.8359856983,GA,no
13155,Georgia,2088,72,0.2091,4218.8516,12187.4323,4235.1029,0.1486626275,0.38,0.41,6110,0.146,3.192169e-4,42317,0.6470958272,0.322,0.6200060078,GA,no
13157,Georgia,15189,72,0.1444,4195.4158,13532.4713,6705.9947,0.1546443264,0.46,0.52,5227,0.091,5.538042e-4,66645,0.6001487972,0.486,0.7933177933,GA,no
13159,Georgia,3252,72,0.1683,3508.8394,11908.5319,5263.6434,0.1953651071,0.42,0.5,3340,0.131,3.561254e-4,59207,0.8176258993,0.509,0.7331270547,GA,no
13161,Georgia,2949,71,0.2327,3828.6938,12277.6588,6157.7445,0.195610071,0.36,0.37,4151,0.202,1.996141e-4,40603,0.6951154765,0.37,0.6128054556,GA,no
13163,Georgia,4101,71,0.2273,3599.7409,9213.7306,4222.1503,0.1821942744,0.43,0.26,7213,0.227,2.592353e-4,35379,0.8066745422,0.511,0.603460452,GA,no
13165,Georgia,1913,71,0.2372,3818.3183,10370.8709,4408.4084,0.1748496994,0.4,0.28,4204,0.125,3.455027e-4,32808,0.6610311751,0.376,0.5733372059,GA,no
13167,Georgia,2036,71,0.2673,4214.7971,16793.5561,7122.9117,0.1585288523,0.37,0.41,5327,0.224,5.150391e-4,37771,0.6541082164,0.528,0.6000589449,GA,no
13169,Georgia,6276,72,0.1148,5124.9513,16002.3355,8246.3994,0.140238431,0.51,0.5,5469,0.24,2.096729e-4,56819,0.6771425582,0.433,0.7902065228,GA,no
13171,Georgia,4341,71,0.1746,3760.1603,12381.7974,7092.7304,0.15169235,0.42,0.47,6051,0.169,3.157895e-4,57402,0.608724136,0.357,0.7097320604,GA,no
13173,Georgia,1789,70,0.2676,4017.3348,14172.2644,5009.7508,0.1565014577,0.35,0.32,7582,0.228,NA,42667,0.7112522326,0.354,0.5683898761,GA,no
13175,Georgia,11534,71,0.1841,4151.954,15374.9256,7488.1968,0.1578655981,0.45,0.44,4156,0.174,8.663497e-4,42018,0.5664409299,0.255,0.6020884378,GA,no
13177,Georgia,5502,71,0.1046,4120.473,12013.6733,6458.2409,0.1172910321,0.46,0.44,3496,0.154,6.719527e-4,72425,0.3622870874,0.233,0.8399178564,GA,no
13179,Georgia,8629,69,0.1113,3705.3292,12345.9472,7083.296,0.130889072,0.33,0.32,4246,0.128,3.57741e-4,51410,0.2316044947,0.282,0.8704279327,GA,no
13181,Georgia,2333,72,0.1333,3983.2182,11113.5242,4797.6308,0.1679312089,0.45,0.47,3478,0.186,2.526848e-4,45299,1,0.519,0.5315107914,GA,no
13183,Georgia,2046,68,0.1849,3708.6157,12030.0097,5649.5644,0.1777551753,0.3,0.31,6737,0.109,NA,52051,0.8133987832,0.425,0.808428446,GA,no
13185,Georgia,20081,71,0.1937,4232.4922,14495.2459,6574.6937,0.1749011132,0.44,0.38,5258,0.17,5.759923e-4,46450,0.2720423315,0.155,0.6610144857,GA,no
13187,Georgia,7330,72,0.1307,4271.973,13190.0441,7135.0791,0.1886097701,0.42,0.49,5299,0.132,3.337885e-4,57078,0.8394180071,0.433,0.8134831461,GA,no
13189,Georgia,5275,72,0.1547,4162.9956,13118.9427,5403.0837,0.1457841727,0.4,0.51,4445,0.157,5.108913e-4,44473,0.6096,0.489,0.6476143751,GA,no
13191,Georgia,3506,72,0.1351,3684.1746,12053.206,5909.2769,0.178536962,0.43,0.43,4162,0.176,NA,46682,0.7431103049,0.496,0.7226084078,GA,no
13193,Georgia,2686,70,0.2707,3930.7851,12030.9917,6158.0579,0.1956130484,0.41,0.37,4741,0.159,7.60861e-5,34634,0.5318860244,0.415,0.5932708688,GA,no
13195,Georgia,7030,71,0.1766,3884.591,13156.3094,6107.7996,0.1867960207,0.43,0.49,4928,0.156,1.686341e-4,52326,0.9187766714,0.345,0.7365971705,GA,no
13197,Georgia,1773,71,0.2093,3622.191,12144.6629,5404.4944,0.165575019,0.36,0.4,2515,0.14,1.197461e-4,41190,1,0.629,0.5589788732,GA,no
13199,Georgia,5795,71,0.2502,3634.6705,13013.3715,5913.085,0.1741538836,0.34,0.42,6236,0.187,3.322575e-4,43571,0.8328483085,0.619,0.5995528506,GA,no
13201,Georgia,1478,73,0.2793,5314.2458,16026.5363,4889.6648,0.1680865761,0.32,0.35,5989,0.128,3.517411e-4,41769,1,0.381,0.4800685812,GA,no
13205,Georgia,4816,72,0.2306,4096.8931,12595.05,5399.684,0.177103177,0.44,0.38,5930,0.095,4.055516e-4,37383,0.5451102221,0.313,0.6845402155,GA,no
13207,Georgia,6674,72,0.1108,4467.2188,13759.4893,6812.9745,0.1428637843,0.45,0.46,4779,0.149,6.540698e-4,70488,0.8023009385,0.399,0.7756147541,GA,no
13209,Georgia,1873,71,0.2566,4450,14748.6842,6315.7895,0.1832740214,0.42,0.35,5386,0.137,NA,43657,0.9870656582,0.308,0.7565385857,GA,no
13211,Georgia,5061,73,0.1215,3838.7246,13207.4861,6179.2976,0.1493285228,0.42,0.46,3986,0.146,5.304196e-4,67089,0.7536937542,0.341,0.7650532988,GA,no
13213,Georgia,8281,70,0.2715,4130.2764,13684.594,6787.2295,0.2132688692,0.42,0.49,6180,0.162,1.753463e-4,50061,0.701271828,0.402,0.7749739312,GA,no
13215,Georgia,37878,72,0.1437,3934.0035,14318.5097,6192.3099,0.1446328455,0.37,0.4,4364,0.147,0.001066131,47035,0.029775917,0.155,0.7838480463,GA,no
13217,Georgia,20468,71,0.1671,3991.3721,14450.3201,6166.4347,0.1595791367,0.41,0.49,5268,0.175,2.647411e-4,58222,0.3124412253,0.486,0.8553406451,GA,no
13219,Georgia,7679,73,0.0599,4205.0199,13079.0258,6083.7475,0.1102851536,0.51,0.55,4602,0.098,0.0012986352,100878,0.5031699585,0.27,0.8951799151,GA,no
13221,Georgia,3642,72,0.1558,4148.592,13306.7705,6488.9155,0.2032284768,0.41,0.51,6083,0.107,NA,54346,0.9925498356,0.451,0.6566979296,GA,no
13223,Georgia,24661,71,0.1193,4162.3266,14108.0593,5045.5237,0.1369614049,0.4,0.46,6671,0.095,1.584941e-4,76580,0.2005283719,0.618,0.8556258091,GA,no
13225,Georgia,6155,72,0.1336,4712.4361,15833.3901,7499.8296,0.1631713555,0.46,0.41,6278,0.156,1.831703e-4,49815,0.3822350605,0.306,0.7415153907,GA,no
13227,Georgia,10023,73,0.1034,3960.2944,13522.3707,6459.8102,0.1597735304,0.42,0.52,4252,0.174,4.065041e-4,66183,0.7310319051,0.468,0.8565891473,GA,no
13229,Georgia,4439,71,0.1817,4356.7929,15265.0334,7681.5145,0.1723553771,0.34,0.43,6692,0.119,2.063025e-4,46701,0.7935280947,0.309,0.6413166856,GA,no
13231,Georgia,3916,72,0.1278,3918.1601,13001.1947,6856.6308,0.139476561,0.36,0.42,5659,0.143,2.146614e-4,74905,0.9896468745,0.512,0.7709588149,GA,no
13233,Georgia,9309,71,0.2017,4458.8118,13896.655,7574.1388,0.1884628552,0.4,0.47,7024,0.171,2.825524e-4,47896,0.5142133816,0.372,0.7453783748,GA,no
13235,Georgia,2246,73,0.1756,4099.2647,12181.0662,5079.9632,0.1560857258,0.43,0.38,4949,0.168,6.323968e-4,42274,0.6670274771,0.361,0.7059940331,GA,no
13237,Georgia,6462,73,0.0954,3995.3642,13077.1523,7012.9139,0.1897080471,0.48,0.49,3372,0.153,3.66821e-4,62282,0.809454237,0.365,0.757077319,GA,no
13239,Georgia,778,72,0.1569,4021.5385,11661.5385,6215.3846,0.1931524548,0.5,0.38,6305,0.115,NA,35522,0.7309988062,0.322,0.5451306413,GA,no
13241,Georgia,5648,73,0.1463,3695.6384,11803.0973,6927.3072,0.2200554762,0.36,0.46,4248,0.125,7.114484e-4,46639,0.7928237896,0.288,0.7370159111,GA,no
13243,Georgia,1708,72,0.2546,3535.4938,11308.642,5141.9753,0.1635129576,0.36,0.29,4760,0.242,2.926972e-4,33505,0.5062831973,0.203,0.7085781434,GA,no
13245,Georgia,40046,71,0.1496,3584.4729,11012.8667,3640.8503,0.1599598714,0.36,0.39,4392,0.136,0.0010220586,44810,0.0921620153,0.243,0.7582773109,GA,no
13247,Georgia,17148,71,0.1426,3730.2677,13588.5381,5672.615,0.1631922593,0.41,0.47,4677,0.157,7.174868e-4,60281,0.1493281699,0.506,0.8171257562,GA,no
13249,Georgia,864,71,0.181,3958.7302,10679.3651,5082.5397,0.1581395349,0.38,0.43,3473,0.201,NA,51129,1,0.281,0.7253218884,GA,no
13251,Georgia,3628,71,0.2107,4040.2085,11455.6962,5343.2614,0.1600370028,0.34,0.32,5020,0.144,1.434926e-4,42331,0.7892140067,0.438,0.711063162,GA,no
13253,Georgia,2339,72,0.213,3884.4765,13589.3502,4608.3032,0.174190461,0.35,0.33,8837,0.1,0.0010823812,38618,0.6855309887,0.297,0.626523937,GA,no
13255,Georgia,16374,72,0.167,4035.8603,13981.1261,7503.3029,0.1729716418,0.44,0.45,4789,0.136,4.538578e-4,49237,0.4161971501,0.454,0.6952662722,GA,no
13257,Georgia,7343,72,0.195,4281.3569,13011.6876,7027.9361,0.1669738481,0.4,0.49,5951,0.156,6.529672e-4,45416,0.585635148,0.277,0.6915016242,GA,no
13259,Georgia,1157,71,0.2271,3271.4681,10609.4183,5124.6537,0.180608365,0.34,0.44,2872,0.128,NA,34566,1,0.425,0.6161894273,GA,no
13261,Georgia,6529,72,0.2139,3618.3017,11155.812,5980.2143,0.1705504306,0.41,0.45,5458,0.24,6.726533e-4,40250,0.4178372284,0.192,0.6746307559,GA,no
13263,Georgia,1757,71,0.1934,3756.2893,12833.3333,6004.717,0.1587470701,0.36,0.42,3317,0.255,3.188776e-4,41045,0.938820102,0.635,0.5599857601,GA,no
13265,Georgia,512,72,0.2471,2155.1724,7810.3448,3942.5287,0.1878216123,0.31,0.36,4195,0.13,0,37046,1,0.537,0.4907251265,GA,no
13267,Georgia,4325,71,0.235,3866.5196,13377.2752,5457.2532,0.1968263297,0.31,0.36,5084,0.205,2.756882e-4,41457,0.6823667712,0.384,0.7279456377,GA,no
13269,Georgia,1929,71,0.2025,3801.6644,12436.8932,5898.7517,0.1640262442,0.37,0.4,4123,0.143,NA,28234,1,0.448,0.6141664267,GA,no
13271,Georgia,2527,70,0.2991,3602.1093,12833.1735,6427.6127,0.1648306814,0.31,0.39,5614,0.258,1.889645e-4,36264,0.4698787879,0.278,0.3476863753,GA,no
13273,Georgia,2334,71,0.2314,3515.5875,10382.494,5652.2782,0.1659541985,0.46,0.4,5990,0.131,NA,37122,0.5205582394,0.388,0.7208002354,GA,no
13275,Georgia,10935,72,0.1897,4049.6222,13469.4711,5743.108,0.17047846220000001,0.49,0.49,5610,0.118,9.449244e-4,47978,0.4602191413,0.207,0.7903381643,GA,no
13277,Georgia,8264,72,0.2111,4315.3953,12979.473,4449.6533,0.1973099666,0.47,0.5,5682,0.099,7.640926e-4,47764,0.4078219253,0.159,0.6467247755,GA,no
13279,Georgia,6091,72,0.2373,3960.3803,13290.412,6032.8843,0.1869561276,0.38,0.36,5999,0.186,9.670101e-4,41442,0.5105609227,0.221,0.7117647059,GA,no
13281,Georgia,5420,74,0.1073,3674.9321,11068.2745,6274.4565,0.1772228073,0.45,0.49,4542,0.117,8.437395e-4,49023,1,0.247,0.7680685994,GA,no
13283,Georgia,1465,71,0.2462,3838.3459,13436.0902,6872.1805,0.1742746615,0.36,0.41,4886,0.07,NA,37478,0.588671024,0.403,0.6393574297,GA,no
13285,Georgia,14053,71,0.1877,3847.1963,15388.2771,6258.8514,0.1427068724,0.39,0.42,5369,0.126,5.283148e-4,47296,0.4429926615,0.287,0.7314666239,GA,no
13287,Georgia,2057,71,0.2372,3897.511,11146.4129,4591.5081,0.1773705447,0.44,0.49,6228,0.195,1.263903e-4,35400,0.49731243,0.289,0.6285894604,GA,no
13289,Georgia,2498,70,0.2006,4568.5005,16021.575,7677.4542,0.176139108,0.48,0.4,5812,0.15,1.221299e-4,44079,1,0.526,0.5982260184,GA,no
13291,Georgia,9939,73,0.1038,3563.7101,10976.7656,6763.2307,0.1882961281,0.51,0.5,3465,0.12,6.666389e-4,57049,1,0.283,0.7533613877,GA,no
13293,Georgia,7048,71,0.2395,3521.3459,11962.3734,5523.1548,0.1455759599,0.28,0.43,6300,0.088,6.103376e-4,40926,0.469082606,0.28,0.6908607445,GA,no
13295,Georgia,15940,71,0.1991,4231.0742,13293.2722,8047.206,0.1475368436,0.38,0.47,4617,0.182,1.872929e-4,47548,0.4385362732,0.446,0.7753994225,GA,no
13297,Georgia,19489,72,0.127,3881.3662,14377.902,6622.8273,0.1536414227,0.41,0.49,4719,0.112,2.566763e-4,67007,0.4265829434,0.535,0.8215345753,GA,no
13299,Georgia,8534,72,0.2238,4118.7672,16036.8329,8051.115,0.1564545789,0.37,0.43,6805,0.135,6.726457e-4,37642,0.2944205772,0.185,0.6740215583,GA,no
13301,Georgia,1555,71,0.2733,3481.1881,12142.5743,5342.5743,0.1497487437,0.49,0.48,5889,0.217,5.713197e-4,37313,1,0.378,0.4652406417,GA,no
13303,Georgia,4803,71,0.1737,3644.3584,10670.9071,6131.0841,0.150016728,0.42,0.44,4454,0.186,6.376925e-4,41674,0.6560154812,0.259,0.631080901,GA,no
13305,Georgia,6460,72,0.1841,4304.3189,14437.8738,6853.8206,0.17457363,0.33,0.43,6178,0.153,4.025765e-4,47382,0.5793880195,0.326,0.7369230769,GA,no
13307,Georgia,616,72,0.1905,3606.0606,10393.9394,5454.5455,0.1577079108,0.36,0.48,4481,0.198,7.6599e-4,41547,1,0.281,0.6368421053,GA,no
13309,Georgia,1222,71,0.2656,3589.8438,13085.9375,6351.5625,0.1636103834,0.4,0.36,5056,0.118,1.269197e-4,35927,1,0.465,0.3990332975,GA,no
13311,Georgia,7966,73,0.1339,4559.7723,13339.3874,7693.955,0.1786622641,0.43,0.49,5545,0.147,2.002002e-4,54786,0.8379384026,0.417,0.7464728516,GA,no
13313,Georgia,18369,72,0.2104,4080.4762,13611.315,7192.5521,0.2213845646,0.43,0.49,5437,0.147,5.189214e-4,53115,0.2907728145,0.212,0.8018748772,GA,no
13315,Georgia,1844,71,0.2749,4175.3927,13928.0105,5010.4712,0.1705760931,0.43,0.37,7022,0.221,1.134816e-4,38261,1,0.352,0.5502912621,GA,no
13317,Georgia,2844,73,0.1941,3736.0197,9956.4145,4360.1974,0.19610495,0.39,0.43,5520,0.218,4.050223e-4,39716,0.673652412,0.321,0.4772555919,GA,no
13319,Georgia,2489,70,0.148,4078.2281,14206.409,6505.1838,0.1492139248,0.47,0.42,4560,0.073,3.320053e-4,43902,1,0.395,0.5893249608,GA,no
13321,Georgia,4682,72,0.163,4136.5639,11293.1963,5016.6422,0.1840449161,0.43,0.4,5796,0.23,3.448446e-4,43142,0.6916370681,0.439,0.6989502624,GA,no
15001,Hawaii,50286,72,0.1481,3232.749,8344.7194,6092.6356,0.0641628234,0.36,0.37,2346,0.112,7.712095e-4,64929,0.3799080393,0.359,0.7747397521,HI,yes
15003,Hawaii,199628,75,0.0862,3300.2483,11403.6115,6518.4862,0.042060736,0.44,0.48,2144,0.113,9.274753e-4,86946,0.0086287658,0.457,0.8656915871,HI,yes
15005,Hawaii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,0,NA,1,0,0.6666666667,HI,yes
15007,Hawaii,17016,73,0.1226,2772.4719,9087.2191,5202.1067,0.0505068127,0.44,0.41,2219,0.102,7.208906e-4,73029,0.1286014518,0.352,0.8460587872,HI,yes
15009,Hawaii,34322,72,0.1414,3277.2461,10265.6388,5708.4884,0.055542066700000003,0.36,0.39,1621,0.103,8.61208e-4,77375,0.1456785977,0.279,0.8401769489,HI,yes
16001,Idaho,92829,72,0.1121,3195.2234,10122.5906,3446.839,0.0946421834,0.45,0.49,2404,0.076,9.511326e-4,72295,0.0547220063,0.204,0.8443061268,ID,yes
16003,Idaho,1506,73,0.1111,2161.9048,5448.6772,2197.8836,0.1561662198,0.35,0.36,1785,0.15,2.352941e-4,50042,1,0.286,0.7387592487,ID,yes
