fips,state,mcr_benes,mcr_avg_age,dual_pct,imaging_p1k,em_p1k,tests_p1k,uninsured,mammography,flu_vax,prevent_hosp,chr_diabetes,pcp_ratio,median_income,pct_rural,long_commute,broadband,state_abb,medicaid_expansion
29007,Missouri,5913,73,0.1097,3567.7707,8779.8497,3684.6646,0.1264252534,0.48,0.32,4098,0.123,5.103443e-4,45609,0.4119628658,0.297,0.7379926771,MO,midyear2021
29009,Missouri,9106,72,0.1332,3327.2727,7009.475,4650.7042,0.1831614262,0.41,0.36,3758,0.134,6.409185e-4,47155,0.7326460095,0.289,0.668156834,MO,midyear2021
29011,Missouri,2989,72,0.1371,3228.3419,8298.9099,3882.9604,0.1454800734,0.38,0.41,3168,0.128,3.390405e-4,46397,0.6395742622,0.341,0.6835546476,MO,midyear2021
29013,Missouri,3992,73,0.143,3870.517,9150.9082,3251.9795,0.1325394371,0.38,0.32,7175,0.149,1.838235e-4,48442,0.7727139422,0.489,0.6958912479,MO,midyear2021
29015,Missouri,7427,72,0.1354,3497.8997,8404.7443,3177.6625,0.1645087586,0.43,0.39,4792,0.148,2.59363e-4,42144,0.8653967254,0.386,0.7127794715,MO,midyear2021
29017,Missouri,2889,71,0.1854,3705.5616,9409.4875,4513.0862,0.1588216794,0.42,0.4,4930,0.141,8.2176e-5,45868,1,0.518,0.711299804,MO,midyear2021
29019,Missouri,30078,71,0.1513,3629.6471,10683.9619,3650.7658,0.1063130016,0.5,0.53,3359,0.072,0.0011555235,58029,0.1878604542,0.168,0.8344496524,MO,midyear2021
29021,Missouri,18717,72,0.132,4200.7499,12567.2834,3659.3854,0.1215991589,0.43,0.56,5241,0.137,6.096804e-4,49216,0.133720474,0.126,0.7614698069,MO,midyear2021
29023,Missouri,11639,70,0.2382,4750.1639,8347.1475,5007.082,0.1303859566,0.42,0.24,6426,0.148,0.0010084664,41327,0.5218254896,0.152,0.7251372788,MO,midyear2021
29025,Missouri,2210,73,0.106,3790.215,8710.1557,3639.7331,0.1238776655,0.36,0.45,6987,0.131,1.097936e-4,52872,1,0.495,0.7232756252,MO,midyear2021
29027,Missouri,9839,71,0.1395,3657.384,9562.2363,3554.2194,0.119042731,0.44,0.53,3177,0.154,4.009891e-4,58720,0.620274294,0.298,0.7506417079,MO,midyear2021
29029,Missouri,14165,72,0.0789,4256.4939,7826.2656,2919.8985,0.1553371133,0.45,0.38,3870,0.117,7.857689e-4,51460,0.7422844416,0.279,0.7808620797,MO,midyear2021
29031,Missouri,17309,73,0.1253,4201.7826,10812.9918,4488.8389,0.1139792532,0.49,0.5,3374,0.123,8.88855e-4,57618,0.30503211139999997,0.174,0.8361492194,MO,midyear2021
29033,Missouri,2434,73,0.1098,3366.2577,8073.0061,2148.4663,0.1278228782,0.45,0.45,4928,0.223,3.431316e-4,50628,0.6454007531,0.329,0.7036825578,MO,midyear2021
29035,Missouri,1566,71,0.233,4183.613,7579.4669,5300.0987,0.1566820276,0.35,0.31,4998,0.071,1.6518e-4,36383,1,0.316,0.6588084012,MO,midyear2021
29037,Missouri,22947,72,0.0836,4158.4032,12756.826,5190.0444,0.1018499368,0.46,0.49,5396,0.099,2.286716e-4,73882,0.3240213917,0.493,0.8417651496,MO,midyear2021
29039,Missouri,4212,72,0.1629,3164.4535,6865.6793,2715.526,0.1523023539,0.33,0.3,2684,0.081,2.823862e-4,38427,0.7529681018,0.303,0.7437521397,MO,midyear2021
29041,Missouri,2140,73,0.108,3627.7001,8268.1067,3726.8107,0.1267934003,0.34,0.36,3848,0.137,1.342102e-4,50589,1,0.284,0.7285927029,MO,midyear2021
29043,Missouri,18449,72,0.0929,4258.5748,10301.2497,6003.3236,0.1113272687,0.47,0.54,3723,0.136,4.253705e-4,63400,0.447960528,0.413,0.8267656818,MO,midyear2021
29045,Missouri,1619,73,0.1294,4260.3175,8720.6349,4563.4921,0.1461638977,0.36,0.5,7184,0.131,2.923122e-4,46001,1,0.359,0.6879939782,MO,midyear2021
29047,Missouri,45336,72,0.0908,4482.7767,13469.1817,5715.16,0.0895042832,0.46,0.56,4652,0.107,6.65679e-4,70705,0.0981576019,0.324,0.8826256604,MO,midyear2021
29049,Missouri,4864,73,0.0929,4075.0961,10930.8418,4446.7342,0.0963300006,0.42,0.47,5434,0.133,5.373718e-4,64541,0.7620884154,0.577,0.7938119115,MO,midyear2021
29051,Missouri,16386,72,0.1107,4483.631,11693.4524,5282.3661,0.0985549084,0.58,0.61,3974,0.109,6.640971e-4,61847,0.2907487827,0.158,0.7126086091,MO,midyear2021
29053,Missouri,4029,73,0.1391,3767.6768,10085.3994,4172.1763,0.1139386484,0.43,0.45,3736,0.074,3.976595e-4,56957,0.5320152264,0.423,0.7506643739,MO,midyear2021
29055,Missouri,6217,70,0.227,3865.4491,9313.8278,4084.2341,0.1464432935,0.41,0.29,3827,0.167,NA,48315,0.7330741821,0.367,0.7013990395,MO,midyear2021
29057,Missouri,2290,72,0.149,3036.7261,7575.0262,5014.6905,0.1526556454,0.38,0.44,2083,0.125,7.927071e-4,42421,1,0.392,0.7164276402,MO,midyear2021
29059,Missouri,4724,70,0.1867,3665.861,8641.0876,4371.6012,0.1685418884,0.38,0.26,5658,0.062,5.96588e-5,42389,0.8193359957,0.491,0.6716057336,MO,midyear2021
29061,Missouri,1975,73,0.1111,3824.0119,8524.2356,3020.1342,0.1729452055,0.34,0.38,5212,0.083,1.202935e-4,48197,1,0.372,0.744645799,MO,midyear2021
29063,Missouri,2320,73,0.1264,3929.078,10280.4642,3162.4758,0.1123223403,0.37,0.42,5226,0.093,2.375297e-4,53997,0.6240304065,0.359,0.7134226425,MO,midyear2021
29065,Missouri,4310,71,0.1911,3685.4088,7258.02,3053.4667,0.1613580973,0.39,0.28,6400,0.104,2.590506e-4,45540,0.685699687,0.362,0.6750902527,MO,midyear2021
29067,Missouri,2798,72,0.2223,3244.0538,7528.4385,5922.4405,0.1582291246,0.33,0.38,5425,0.12,1.495551e-4,39773,0.7912160187,0.409,0.6225423399,MO,midyear2021
29069,Missouri,7400,70,0.2861,4350.9496,11562.3452,5339.3889,0.1534450812,0.32,0.36,6570,0.179,3.738572e-4,38880,0.504553563,0.285,0.7394263491,MO,midyear2021
29071,Missouri,24895,71,0.1701,3936.0055,12073.3932,5714.5819,0.1096699357,0.46,0.51,3975,0.117,6.462815e-4,61428,0.5559847082,0.43,0.803751557,MO,midyear2021
29073,Missouri,4157,73,0.1244,3812.8477,8785.0278,4485.5842,0.1295869527,0.47,0.44,5042,0.106,4.080245e-4,53751,0.8086979372,0.403,0.7786372614,MO,midyear2021
29075,Missouri,1578,73,0.164,3920.418,8292.6045,2304.6624,0.1408960915,0.41,0.44,6321,0.159,3.017502e-4,53663,1,0.353,0.7452054795,MO,midyear2021
29077,Missouri,63241,71,0.1438,4079.0558,10880.5846,6026.3387,0.1242866608,0.47,0.55,4280,0.115,9.625826e-4,45313,0.1399768874,0.18,0.7650977229,MO,midyear2021
29079,Missouri,2603,74,0.1521,4021.1614,8330.7087,3166.3386,0.1413404114,0.46,0.48,3026,0.135,2.017349e-4,44323,0.4546340513,0.177,0.7334857724,MO,midyear2021
29081,Missouri,2290,73,0.1695,4400,6660.9195,2667.8161,0.1404739632,0.43,0.38,3623,0.174,3.565486e-4,43016,0.7039187228,0.271,0.7661125693,MO,midyear2021
29083,Missouri,6480,72,0.1327,3628.1393,7980.3082,2477.1689,0.1276380715,0.41,0.37,4889,0.196,7.801028e-4,46995,0.495465158,0.321,0.7870926244,MO,midyear2021
29085,Missouri,2906,72,0.1361,3075.6803,6689.6259,3681.1224,0.1770700637,0.41,0.26,2950,0.128,1.051635e-4,32934,1,0.436,0.6353118712,MO,midyear2021
29087,Missouri,1260,74,0.122,3625.6517,8396.2461,3145.9854,0.1264543784,0.45,0.4,4640,0.12,2.270663e-4,47429,1,0.361,0.7057368942,MO,midyear2021
29089,Missouri,2323,73,0.1006,3503.5629,8851.9398,3355.5028,0.1306312292,0.36,0.45,2867,0.075,4.932426e-4,49923,0.6405757098,0.442,0.7640449438,MO,midyear2021
29091,Missouri,11260,71,0.2087,3464.6883,7652.1883,4234.0849,0.1395194015,0.33,0.37,3944,0.181,9.481984e-4,40177,0.7217326733,0.174,0.7221312508,MO,midyear2021
29093,Missouri,3073,70,0.2277,3851.0301,9061.8067,4395.6683,0.128403665,0.34,0.36,3699,0.104,9.82608e-5,39292,0.7485418627,0.46,0.6408934708,MO,midyear2021
29095,Missouri,133364,71,0.1567,4188.9198,13769.9089,4817.0977,0.1248631466,0.45,0.51,4936,0.109,8.282082e-4,57907,0.0383693437,0.337,0.8140690367,MO,midyear2021
29097,Missouri,25047,72,0.1537,4109.5379,11767.5268,5400.3197,0.151202853,0.47,0.52,4643,0.105,6.204514e-4,46021,0.2369169705,0.146,0.7770493236,MO,midyear2021
29099,Missouri,47909,70,0.1409,3900.0671,13383.2591,5677.1399,0.1098874475,0.43,0.53,5223,0.119,2.317838e-4,68779,0.3019617525,0.545,0.8536544929,MO,midyear2021
29101,Missouri,8953,72,0.102,3626.7795,9594.6518,3211.6199,0.1038838958,0.39,0.44,4006,0.095,3.914113e-4,58396,0.5044395855,0.279,0.8612565445,MO,midyear2021
29103,Missouri,964,75,0.1547,3964,8786.6667,4229.3333,0.1754503002,0.46,0.41,4519,0.147,2.53357e-4,41755,1,0.295,0.632885906,MO,midyear2021
29105,Missouri,8847,70,0.1668,3815.747,8698.2898,4710.2291,0.1357232093,0.38,0.31,4862,0.123,5.600202e-4,43969,0.6051277726,0.243,0.7289540816,MO,midyear2021
29107,Missouri,7806,73,0.11,4180.6079,10613.6649,4695.0515,0.1105097497,0.43,0.42,4972,0.114,2.760906e-4,62264,0.5694856355,0.442,0.7459770115,MO,midyear2021
29109,Missouri,8831,72,0.1359,3514.7894,8048.7003,4749.029,0.1569814497,0.41,0.39,4912,0.156,5.474595e-4,45746,0.5868664907,0.346,0.7708798269,MO,midyear2021
29111,Missouri,2398,73,0.1407,4138.9693,8514.7655,5482.3393,0.1115436242,0.4,0.3,5793,0.135,2.029427e-4,40782,1,0.437,0.7577292111,MO,midyear2021
29113,Missouri,11494,70,0.1416,4010.8389,12198.786,5287.2317,0.1156857996,0.36,0.43,5592,0.159,1.040114e-4,69178,0.7482973785,0.568,0.8074250752,MO,midyear2021
29115,Missouri,3245,73,0.1486,3603.4628,8050.2534,3345.0169,0.1406516184,0.35,0.4,4274,0.137,3.323087e-4,45774,0.6645247238,0.247,0.7007442225,MO,midyear2021
29117,Missouri,3652,73,0.1624,3645.1122,7895.0171,3324.8383,0.1233387513,0.38,0.51,4380,0.152,7.922884e-4,49065,0.366041461,0.18,0.6770921386,MO,midyear2021
29119,Missouri,4649,71,0.1643,3367.4395,7789.3145,3912.2984,0.2031510851,0.35,0.34,4463,0.094,1.299939e-4,39615,0.9999133561,0.398,0.5446179925,MO,midyear2021
29121,Missouri,4087,73,0.1257,3162.8524,8382.7529,3391.7081,0.1370953782,0.44,0.43,4272,0.11,3.299677e-4,45717,0.677887704,0.274,0.6643284859,MO,midyear2021
29123,Missouri,3334,71,0.1988,3778.3976,8347.3631,4332.1501,0.1324229257,0.38,0.35,5645,0.174,2.461437e-4,43919,0.6550793391,0.318,0.6867565424,MO,midyear2021
29125,Missouri,2077,73,0.1278,4058.5326,10064.3034,4417.1476,0.1543100912,0.41,0.43,6297,0.131,NA,49712,1,0.578,0.6467304625,MO,midyear2021
29127,Missouri,7022,71,0.2054,5050.4669,10229.2867,6066.5607,0.0964171408,0.5,0.22,8075,0.15,9.093453e-4,50803,0.247663389,0.205,0.7896238651,MO,midyear2021
29129,Missouri,842,73,0.1479,3673.6334,6051.4469,2564.3087,0.1704099822,0.39,0.31,4383,0.108,2.746498e-4,44343,1,0.338,0.6530291109,MO,midyear2021
29131,Missouri,5936,72,0.1432,4185.458,8660.1537,3735.7463,0.137442402,0.45,0.46,4002,0.068,2.762867e-4,49252,0.7978018426,0.435,0.7292058154,MO,midyear2021
29133,Missouri,3060,71,0.261,4462.2051,8860.857,4749.1574,0.1467385326,0.36,0.49,6472,0.171,1.4997e-4,36802,0.3269954033,0.211,0.6838440111,MO,midyear2021
29135,Missouri,3185,73,0.1081,3931.3953,9448.8372,4547.093,0.1516163179,0.47,0.53,4003,0.087,1.240618e-4,57321,0.5270071122,0.429,0.6778881531,MO,midyear2021
29137,Missouri,2269,73,0.1227,4377.0174,9839.2511,4463.5249,0.1286692015,0.48,0.38,4907,0.166,3.462604e-4,48399,1,0.4,0.7061048082,MO,midyear2021
29139,Missouri,3088,72,0.1367,3317.1857,8110.7266,3745.098,0.1372239748,0.47,0.36,2609,0.073,1.734004e-4,50282,0.7851422033,0.439,0.6788990826,MO,midyear2021
29141,Missouri,6027,73,0.134,3846.1993,8476.4862,3540.0769,0.1911919139,0.43,0.41,3812,0.056,1.96483e-4,44473,1,0.294,0.6541908276,MO,midyear2021
29143,Missouri,4323,70,0.2719,3984.5451,9822.2691,4180.1897,0.1358169551,0.38,0.39,6983,0.178,5.78168e-5,42115,0.5686326229,0.272,0.72337539,MO,midyear2021
29145,Missouri,13597,72,0.1255,3761.5552,9872.7569,4269.7118,0.1597063656,0.41,0.42,4213,0.108,6.204514e-4,53251,0.6443714079,0.252,0.7497522746,MO,midyear2021
29147,Missouri,4296,74,0.1113,4089.4192,7281.7711,2381.5411,0.1160685626,0.43,0.37,2914,0.086,4.931851e-4,47419,0.4343175011,0.162,0.7916617034,MO,midyear2021
29149,Missouri,2696,71,0.2605,3369.1275,7456.986,3106.1623,0.1518364256,0.3,0.29,4565,0.124,NA,35356,0.8053487731,0.257,0.5944928218,MO,midyear2021
29151,Missouri,2937,73,0.0991,4273.5257,10937.8921,5638.0176,0.1055294543,0.57,0.61,4011,0.141,2.187546e-4,60728,1,0.406,0.6607421875,MO,midyear2021
29153,Missouri,3114,72,0.1373,3066.9427,7937.8882,4122.1532,0.1751269036,0.35,0.37,4541,0.092,2.218033e-4,36019,1,0.547,0.6760990399,MO,midyear2021
29155,Missouri,3825,69,0.3014,4051.0915,12846.261,4669.7631,0.1284389725,0.28,0.3,6859,0.18,3.072763e-4,34280,0.4926759948,0.227,0.7255572065,MO,midyear2021
29157,Missouri,4627,72,0.1348,2398.8714,7294.0303,2705.0787,0.1085475578,0.44,0.4,6172,0.093,4.699739e-4,57032,0.5562173844,0.279,0.7969904963,MO,midyear2021
29159,Missouri,9211,72,0.1684,4035.4449,12104.638,4034.8793,0.1738199288,0.41,0.49,5887,0.144,5.17136e-4,48516,0.3777872562,0.188,0.768103287,MO,midyear2021
29161,Missouri,9466,71,0.1737,3836.7783,10310.9408,3820.7413,0.1514250238,0.4,0.41,4346,0.078,8.495037e-4,46573,0.4622420055,0.197,0.8065736055,MO,midyear2021
29163,Missouri,4106,72,0.1329,4066.474,7733.6912,3643.27,0.1265900383,0.38,0.32,5185,0.141,3.242542e-4,49089,0.5437999568,0.311,0.7547427531,MO,midyear2021
29165,Missouri,18858,73,0.0695,4382.1974,13249.6757,5397.0662,0.0749298208,0.5,0.57,4168,0.116,7.962325e-4,84456,0.1580797564,0.345,0.9002162575,MO,midyear2021
29167,Missouri,7666,71,0.1772,3242.4942,7756.516,3071.9235,0.1381319076,0.42,0.28,3742,0.104,7.453185e-4,44837,0.6886983332,0.39,0.7825307377,MO,midyear2021
29169,Missouri,7015,70,0.1515,3523.4857,7993.1987,4375.3454,0.1076275278,0.32,0.21,3960,0.083,3.652863e-4,55620,0.4403144967,0.23,0.8194536096,MO,midyear2021
29171,Missouri,1358,73,0.1481,3449.3177,6833.3333,3046.7836,0.1391083521,0.39,0.46,5858,0.113,4.20433e-4,42434,1,0.395,0.6502293578,MO,midyear2021
29173,Missouri,2797,72,0.1186,5058.2474,10040.7216,5634.5361,0.1175879397,0.53,0.32,5528,0.062,1.95848e-4,63419,0.9610504574,0.281,0.7705649158,MO,midyear2021
29175,Missouri,5635,72,0.168,4474.9023,10916.7418,4181.2444,0.1223150358,0.38,0.44,4796,0.119,3.634455e-4,48043,0.4517588731,0.279,0.7653605379,MO,midyear2021
29177,Missouri,5370,73,0.1064,3989.3617,10019.4424,4953.0448,0.1250473869,0.38,0.47,6314,0.133,3.496045e-4,61678,0.752192049,0.497,0.7724402346,MO,midyear2021
29179,Missouri,1671,71,0.2154,3689.3788,7252.505,4732.4649,0.1504802561,0.35,0.3,5090,0.121,4.79693e-4,37415,1,0.356,0.7330508475,MO,midyear2021
29181,Missouri,3525,71,0.2683,4525.2613,7843.6411,5682.4913,0.1601872194,0.34,0.27,7384,0.187,2.984852e-4,35788,1,0.372,0.6750345918,MO,midyear2021
29183,Missouri,78036,72,0.088,4211.7169,13780.9518,5235.5603,0.0636403302,0.47,0.57,3808,0.097,4.534273e-4,89236,0.0583047838,0.387,0.8957860207,MO,midyear2021
29185,Missouri,2857,72,0.1368,3535.3602,7800.3966,2644.4151,0.1639934043,0.39,0.24,4130,0.118,3.193188e-4,39319,1,0.367,0.6745590722,MO,midyear2021
29186,Missouri,4624,72,0.1292,4459.6577,8700.489,2934.8003,0.1067396031,0.4,0.4,5093,0.081,3.913238e-4,61662,0.7614218793,0.348,0.7661845246,MO,midyear2021
29187,Missouri,15985,70,0.2387,4109.0095,11519.5371,5000.1244,0.1139917444,0.39,0.46,3696,0.112,6.747436e-4,43886,0.3976346027,0.263,0.7940798458,MO,midyear2021
29189,Missouri,219455,73,0.1226,4069.5596,14311.3624,5290.4319,0.0830432756,0.48,0.55,4600,0.105,0.0012297569,70161,0.0113799034,0.335,0.8674331993,MO,midyear2021
29195,Missouri,5175,72,0.1413,3872.0493,8878.8915,3769.0729,0.1283294359,0.48,0.52,4610,0.13,5.678096e-4,47324,0.4580658964,0.187,0.7797388781,MO,midyear2021
29197,Missouri,1050,73,0.1974,3405.1613,7028.3871,3520,0.1531680441,0.39,0.49,3163,0.1,6.523157e-4,43183,1,0.383,0.6169491525,MO,midyear2021
29199,Missouri,983,74,0.1405,4024.0506,6436.7089,2394.9367,0.217489351,0.34,0.47,3944,0.126,0.0012082159,46871,1,0.267,0.7522624434,MO,midyear2021
29201,Missouri,9536,71,0.2122,4077.9346,10127.8063,4398.0115,0.1152518311,0.41,0.48,5203,0.152,4.940455e-4,44924,0.4155290756,0.219,0.7723571898,MO,midyear2021
29203,Missouri,2048,70,0.2498,2928.5051,5257.1959,4053.8533,0.1730923052,0.38,0.29,4133,0.091,NA,36477,1,0.318,0.6207571802,MO,midyear2021
29205,Missouri,1654,73,0.1422,4121.732,9439.5425,4324.3464,0.1454623471,0.45,0.38,5145,0.135,NA,45939,1,0.248,0.734375,MO,midyear2021
29207,Missouri,7904,71,0.1962,4302.4551,8299.7731,4269.2387,0.1411708545,0.4,0.34,6169,0.171,4.793536e-4,42363,0.6979111052,0.296,0.7463139636,MO,midyear2021
29209,Missouri,11287,72,0.0748,3853.9007,8228.7741,4720.1621,0.1529417189,0.44,0.41,3352,0.119,3.464676e-4,50262,0.8868703807,0.51,0.8063834781,MO,midyear2021
29211,Missouri,1493,72,0.1682,3117.0018,6141.6819,3021.9378,0.1440228478,0.35,0.36,4885,0.136,3.214917e-4,43421,1,0.254,0.6936090226,MO,midyear2021
29213,Missouri,15738,72,0.1284,3972.5334,9413.0735,4851.4654,0.1674773486,0.36,0.42,3793,0.136,7.519874e-4,49314,0.4386066763,0.225,0.8027119253,MO,midyear2021
29215,Missouri,6783,72,0.1657,3034.9162,6397.3464,3288.6406,0.1637292044,0.33,0.34,5607,0.139,4.301748e-4,38914,0.9921178099,0.353,0.6568667763,MO,midyear2021
29217,Missouri,4972,71,0.1718,3285.1224,8401.8832,3774.7646,0.1383663679,0.34,0.35,4405,0.091,3.409977e-4,46182,0.5825889692,0.172,0.7828682832,MO,midyear2021
29219,Missouri,8232,71,0.109,3871.9807,12302.2774,5123.1884,0.1034604395,0.37,0.52,3915,0.096,1.440466e-4,63726,0.6303939962,0.513,0.8014066698,MO,midyear2021
29221,Missouri,5821,69,0.2313,3971.8366,10090.837,4386.7513,0.1347009771,0.35,0.35,7143,0.103,3.207313e-4,41198,0.8047628498,0.456,0.6661250135,MO,midyear2021
29223,Missouri,3279,71,0.2492,4256.2704,7435.6598,5301.5267,0.1563580875,0.38,0.16,6290,0.122,3.048316e-4,35397,1,0.407,0.679321784,MO,midyear2021
29225,Missouri,8288,71,0.1448,3720.6096,10281.5675,5567.4891,0.14830217,0.36,0.45,4600,0.127,2.301261e-4,54844,0.7392961715,0.518,0.6975322284,MO,midyear2021
29227,Missouri,581,74,0.1222,3065.6109,5606.3348,1542.9864,0.125,0.41,0.35,3550,0.19,4.901961e-4,45023,1,0.462,0.7462165308,MO,midyear2021
29229,Missouri,5186,71,0.1973,3027.3644,6711.9539,4671.6275,0.1768995694,0.33,0.34,3972,0.108,1.632387e-4,39384,0.7662503322,0.401,0.6770494124,MO,midyear2021
29510,Missouri,51338,69,0.3638,3782.2678,14595.3191,5611.1143,0.1257397928,0.36,0.43,5718,0.127,9.212846e-4,46309,3.1319098e-6,0.291,0.7435612038,MO,midyear2021
30001,Montana,2614,73,0.1217,3291.7515,4580.4481,1291.2424,0.118302925,0.5,0.56,709,0.071,0.0014887282,49771,0.5015141683,0.126,0.7602705411,MT,yes
30003,Montana,1948,71,0.2263,2695.4114,8552.2152,2304.5886,0.1578807478,0.32,0.41,6994,0.173,5.248163e-4,43718,0.7190827827,0.253,0.6630645608,MT,yes
30005,Montana,1203,72,0.1785,2770.1261,6406.4016,2135.7905,0.1624175432,0.3,0.28,4491,0.148,5.876304e-4,44090,1,0.208,0.7007607777,MT,yes
30007,Montana,1809,72,0.1005,3105.9655,8458.3987,1486.6562,0.103523271,0.4,0.46,3054,0.101,3.286771e-4,60622,1,0.452,0.730964467,MT,yes
30009,Montana,3182,72,0.1154,2452.0214,6875.7915,1970.2874,0.1200101061,0.46,0.5,2456,0.073,4.666791e-4,57585,1,0.386,0.7844827586,MT,yes
30011,Montana,362,74,0.0806,2461.2903,6229.0323,1519.3548,0.1466372657,0.44,0.21,649,0.112,0,49057,1,0.315,0.7786624204,MT,yes
30013,Montana,19241,72,0.1527,3251.9751,10875.6934,2702.471,0.0927785675,0.52,0.44,3377,0.098,7.594037e-4,51732,0.1982121559,0.092,0.7697864779,MT,yes
30015,Montana,1433,73,0.1396,2591.7969,6322.2656,1727.5391,0.155708574,0.49,0.26,1883,0.116,NA,48017,1,0.272,0.7124010554,MT,yes
30017,Montana,2857,73,0.1741,3176.3412,6753.2982,1841.6887,0.0925492817,0.4,0.39,2473,0.109,8.631107e-4,49379,0.1790751346,0.08,0.7648378544,MT,yes
30019,Montana,486,75,0.0818,2404.2056,4198.5981,1238.3178,0.1049334377,0.35,0.11,2990,0.142,0,50001,1,0.143,0.7432905484,MT,yes
30021,Montana,2114,73,0.1076,1653.195,3840.5243,1519.3883,0.0757897934,0.39,0.4,2443,0.107,5.760369e-4,56677,0.2757082311,0.117,0.7755725191,MT,yes
30023,Montana,3005,70,0.2299,2458.8823,4586.0972,1438.8914,0.0962659524,0.42,0.5,5466,0.147,0.0013142044,41780,0.3364164336,0.185,0.7414809121,MT,yes
30025,Montana,592,74,0.0698,2980.6202,4418.6047,1048.4496,0.0922570016,0.39,0.34,3387,0.083,0.0010273973,65651,1,0.162,0.8058470765,MT,yes
30027,Montana,3330,74,0.1264,1661.3419,5096.3031,1456.869,0.1268848841,0.45,0.48,2758,0.121,0.00080986230000000005,48703,0.4743656137,0.149,0.7864413681,MT,yes
30029,Montana,26815,72,0.1151,2806.803,8899.2872,2340.3257,0.0979545259,0.42,0.44,2227,0.079,8.912307e-4,61334,0.5148469118,0.234,0.8401464937,MT,yes
30031,Montana,18161,72,0.0912,3311.2515,8916.3837,1894.8283,0.086397483,0.42,0.5,2131,0.051,8.22339e-4,73731,0.3354261392,0.132,0.8706855198,MT,yes
30033,Montana,317,74,0.1043,2877.6978,6543.1655,2197.8417,0.1773347324,0.44,0.33,NA,0.11,0,43106,1,0.137,0.7602739726,MT,yes
30035,Montana,2177,70,0.3039,2452.1792,7481.8402,1961.8644,0.1791641842,0.2,0.24,4346,0.158,8.729177e-4,41808,0.4401074707,0.219,0.6603411002,MT,yes
30037,Montana,287,73,0.1397,2675.9777,6145.2514,1491.6201,0.1247920133,0.4,0.31,NA,0.097,0.0012106538,40469,1,0.548,0.7122507123,MT,yes
30039,Montana,1009,73,0.1222,2671.3483,5870.7865,2078.6517,0.1344501718,0.4,0.3,2068,0.134,2.960332e-4,49646,1,0.361,0.746941896,MT,yes
30041,Montana,3155,72,0.1661,2761.9387,5421.953,1870.278,0.1214031445,0.45,0.32,3115,0.11,6.11733e-4,51881,0.4000372763,0.082,0.7861516722,MT,yes
30043,Montana,3474,71,0.0916,2870.5882,7987.8151,1986.5546,0.0866475766,0.4,0.46,2612,0.086,8.266512e-4,70929,1,0.202,0.8106601249,MT,yes
30045,Montana,622,73,0.0916,1860.0509,5681.9338,1564.8855,0.0879432624,0.47,0.36,1746,0.127,0,49401,1,0.343,0.7593818985,MT,yes
30047,Montana,8638,72,0.1616,3075.3543,6423.7815,1917.214,0.1613043101,0.43,0.36,4205,0.111,7.603306e-4,49019,0.8343073819,0.202,0.7733435011,MT,yes
30049,Montana,17079,71,0.1275,3077.0468,9033.4287,1893.2785,0.0792019568,0.45,0.5,3212,0.089,9.461426e-4,66075,0.2892972632,0.099,0.8278421109,MT,yes
30051,Montana,494,75,0.1015,3068.5279,6634.5178,1784.264,0.1566455696,0.41,0.34,1419,0.133,4.115226e-4,41240,1,0.116,0.6938547486,MT,yes
30053,Montana,8152,71,0.1667,2470.2317,4843.4726,2694.3061,0.1271021292,0.33,0.22,2382,0.1,7.07285e-4,43669,0.7979377254,0.123,0.7448904211,MT,yes
30055,Montana,485,74,0.069,1880.4598,4213.7931,1124.1379,0.1526530612,0.49,0.45,1976,0.099,0,48551,1,0.217,0.7275242047,MT,yes
30057,Montana,2732,73,0.0782,2803.6296,4740.3443,1319.2182,0.1337395767,0.35,0.26,3144,0.084,6.843066e-4,56579,1,0.308,0.7338935574,MT,yes
30059,Montana,601,72,0.1584,2802.603,6032.538,1392.6247,0.1062155783,0.35,0.15,5185,0.12,0.0010718114,43946,1,0.132,0.6210826211,MT,yes
30061,Montana,1618,71,0.1646,2771.9141,6101.0733,2251.3417,0.1087673039,0.39,0.29,3422,0.112,4.63392e-4,43928,1,0.39,0.6662933931,MT,yes
30063,Montana,24896,71,0.1615,2921.4684,9573.3333,3113.1278,0.089886835,0.47,0.53,2717,0.065,0.0010185957,57279,0.2232682824,0.147,0.8584754527,MT,yes
30065,Montana,1611,72,0.167,2376.1468,6640.367,1547.7064,0.117384844,0.42,0.34,3914,0.093,NA,48290,1,0.417,0.7638697845,MT,yes
30067,Montana,4616,73,0.1292,1714.178,5515.5857,1226.2443,0.1029366066,0.33,0.31,4136,0.084,0.0011950287,51740,0.4773599386,0.288,0.8022359291,MT,yes
30069,Montana,125,73,NA,2175.2577,6391.7526,1597.9381,0.0947368421,0.24,0.43,NA,0.091,0,42081,1,0.227,0.8431372549,MT,yes
30071,Montana,1089,73,0.1471,2728.145,4637.5267,1254.7974,0.1487311275,0.33,0.42,6451,0.103,2.45459e-4,47679,1,0.19,0.7064327485,MT,yes
30073,Montana,1476,73,0.1523,2580.4598,5796.9349,1526.8199,0.1252133106,0.33,0.39,3036,0.146,5.023443e-4,48542,0.5810173899,0.207,0.7422729434,MT,yes
30075,Montana,436,74,0.0679,2758.1522,7010.8696,2858.6957,0.1331719128,0.29,0.46,NA,0.093,0,47843,1,0.241,0.7801899593,MT,yes
