fips,race,age,dr_cases,vtdr_cases,dm_pop
13011,"White, non-Hispanic",40-64 years,159,27,835
13013,"White, non-Hispanic",40-64 years,724,112,2916
13015,"White, non-Hispanic",40-64 years,1129,150,4713
13017,"White, non-Hispanic",40-64 years,110,20,609
13019,"White, non-Hispanic",40-64 years,181,30,838
13021,"White, non-Hispanic",40-64 years,600,95,3276
13023,"White, non-Hispanic",40-64 years,88,13,487
13025,"White, non-Hispanic",40-64 years,230,30,887
13027,"White, non-Hispanic",40-64 years,187,24,656
13029,"White, non-Hispanic",40-64 years,311,48,1314
13031,"White, non-Hispanic",40-64 years,412,66,2411
13033,"White, non-Hispanic",40-64 years,228,45,800
13035,"White, non-Hispanic",40-64 years,176,23,979
13037,"White, non-Hispanic",40-64 years,39,8,148
13039,"White, non-Hispanic",40-64 years,421,68,1738
13043,"White, non-Hispanic",40-64 years,73,12,404
13045,"White, non-Hispanic",40-64 years,1183,141,4309
13047,"White, non-Hispanic",40-64 years,583,73,3164
13049,"White, non-Hispanic",40-64 years,98,13,522
13051,"White, non-Hispanic",40-64 years,1865,327,7234
13053,"White, non-Hispanic",40-64 years,22,3,93
13055,"White, non-Hispanic",40-64 years,204,26,1236
13057,"White, non-Hispanic",40-64 years,2098,360,10493
13059,"White, non-Hispanic",40-64 years,597,99,2514
13061,"White, non-Hispanic",40-64 years,23,4,74
13063,"White, non-Hispanic",40-64 years,478,82,1796
13065,"White, non-Hispanic",40-64 years,60,13,265
13067,"White, non-Hispanic",40-64 years,3995,727,19516
13069,"White, non-Hispanic",40-64 years,308,66,1467
13071,"White, non-Hispanic",40-64 years,313,39,1492
13073,"White, non-Hispanic",40-64 years,1200,192,4263
13075,"White, non-Hispanic",40-64 years,141,24,656
13077,"White, non-Hispanic",40-64 years,1163,186,5524
13079,"White, non-Hispanic",40-64 years,98,22,575
13081,"White, non-Hispanic",40-64 years,155,28,643
13083,"White, non-Hispanic",40-64 years,145,24,758
13085,"White, non-Hispanic",40-64 years,243,37,1145
13087,"White, non-Hispanic",40-64 years,206,28,877
13089,"White, non-Hispanic",40-64 years,2941,504,11557
13091,"White, non-Hispanic",40-64 years,170,23,799
13093,"White, non-Hispanic",40-64 years,77,14,387
13095,"White, non-Hispanic",40-64 years,324,52,1366
13097,"White, non-Hispanic",40-64 years,832,113,3254
13099,"White, non-Hispanic",40-64 years,82,13,324
13101,"White, non-Hispanic",40-64 years,30,5,139
13103,"White, non-Hispanic",40-64 years,465,68,2421
13105,"White, non-Hispanic",40-64 years,149,20,707
13107,"White, non-Hispanic",40-64 years,145,19,801
13109,"White, non-Hispanic",40-64 years,81,14,382
13111,"White, non-Hispanic",40-64 years,228,39,1278
13113,"White, non-Hispanic",40-64 years,826,127,3170
13115,"White, non-Hispanic",40-64 years,574,78,3610
13117,"White, non-Hispanic",40-64 years,2009,299,8269
13119,"White, non-Hispanic",40-64 years,207,33,1004
13121,"White, non-Hispanic",40-64 years,5482,844,21500
13123,"White, non-Hispanic",40-64 years,247,41,1498
13125,"White, non-Hispanic",40-64 years,42,5,144
13127,"White, non-Hispanic",40-64 years,810,96,2860
13129,"White, non-Hispanic",40-64 years,528,90,2443
13131,"White, non-Hispanic",40-64 years,184,27,913
13133,"White, non-Hispanic",40-64 years,135,21,682
13135,"White, non-Hispanic",40-64 years,4124,654,17926
13137,"White, non-Hispanic",40-64 years,323,50,1770
13139,"White, non-Hispanic",40-64 years,1268,184,6666
13141,"White, non-Hispanic",40-64 years,54,8,223
13143,"White, non-Hispanic",40-64 years,269,32,1395
13145,"White, non-Hispanic",40-64 years,282,40,1384
13147,"White, non-Hispanic",40-64 years,230,39,1131
13149,"White, non-Hispanic",40-64 years,141,23,545
13151,"White, non-Hispanic",40-64 years,1262,207,5074
13153,"White, non-Hispanic",40-64 years,856,137,4851
13155,"White, non-Hispanic",40-64 years,72,11,367
13157,"White, non-Hispanic",40-64 years,593,90,2918
13159,"White, non-Hispanic",40-64 years,102,15,667
13161,"White, non-Hispanic",40-64 years,163,23,591
13163,"White, non-Hispanic",40-64 years,110,15,436
13165,"White, non-Hispanic",40-64 years,71,15,303
13167,"White, non-Hispanic",40-64 years,69,11,372
13169,"White, non-Hispanic",40-64 years,181,29,1053
13171,"White, non-Hispanic",40-64 years,132,23,678
13173,"White, non-Hispanic",40-64 years,75,13,380
13175,"White, non-Hispanic",40-64 years,299,44,1656
13177,"White, non-Hispanic",40-64 years,253,43,1068
13179,"White, non-Hispanic",40-64 years,311,46,1010
13181,"White, non-Hispanic",40-64 years,83,13,333
13183,"White, non-Hispanic",40-64 years,182,24,522
13185,"White, non-Hispanic",40-64 years,583,110,3083
13187,"White, non-Hispanic",40-64 years,231,37,1295
13189,"White, non-Hispanic",40-64 years,262,27,730
13191,"White, non-Hispanic",40-64 years,148,17,478
13193,"White, non-Hispanic",40-64 years,64,9,298
13195,"White, non-Hispanic",40-64 years,264,32,1285
13197,"White, non-Hispanic",40-64 years,72,10,303
13199,"White, non-Hispanic",40-64 years,197,39,779
13201,"White, non-Hispanic",40-64 years,62,8,228
13205,"White, non-Hispanic",40-64 years,232,39,683
13207,"White, non-Hispanic",40-64 years,191,41,1135
13209,"White, non-Hispanic",40-64 years,74,11,343
13211,"White, non-Hispanic",40-64 years,177,27,773
13213,"White, non-Hispanic",40-64 years,479,57,1865
13215,"White, non-Hispanic",40-64 years,828,131,4230
13217,"White, non-Hispanic",40-64 years,639,106,2775
13219,"White, non-Hispanic",40-64 years,262,41,1360
13221,"White, non-Hispanic",40-64 years,125,16,625
13223,"White, non-Hispanic",40-64 years,1171,174,6304
13225,"White, non-Hispanic",40-64 years,172,30,880
13227,"White, non-Hispanic",40-64 years,260,46,1534
13229,"White, non-Hispanic",40-64 years,211,41,861
13231,"White, non-Hispanic",40-64 years,141,27,843
13233,"White, non-Hispanic",40-64 years,290,37,1764
13235,"White, non-Hispanic",40-64 years,70,9,381
13237,"White, non-Hispanic",40-64 years,176,27,874
13239,"White, non-Hispanic",40-64 years,18,3,70
13241,"White, non-Hispanic",40-64 years,138,27,750
13243,"White, non-Hispanic",40-64 years,44,8,155
13245,"White, non-Hispanic",40-64 years,971,167,3671
13247,"White, non-Hispanic",40-64 years,373,64,1517
13249,"White, non-Hispanic",40-64 years,32,6,190
13251,"White, non-Hispanic",40-64 years,85,15,516
13253,"White, non-Hispanic",40-64 years,88,11,346
13255,"White, non-Hispanic",40-64 years,377,80,2218
13257,"White, non-Hispanic",40-64 years,217,35,1090
13259,"White, non-Hispanic",40-64 years,20,3,97
13261,"White, non-Hispanic",40-64 years,140,27,711
13263,"White, non-Hispanic",40-64 years,51,9,190
13265,"White, non-Hispanic",40-64 years,11,2,44
13267,"White, non-Hispanic",40-64 years,163,30,833
13269,"White, non-Hispanic",40-64 years,60,12,320
13271,"White, non-Hispanic",40-64 years,78,11,436
13273,"White, non-Hispanic",40-64 years,71,11,231
13275,"White, non-Hispanic",40-64 years,335,55,1484
13277,"White, non-Hispanic",40-64 years,255,45,1290
13279,"White, non-Hispanic",40-64 years,166,26,903
13281,"White, non-Hispanic",40-64 years,125,13,517
13283,"White, non-Hispanic",40-64 years,60,9,241
13285,"White, non-Hispanic",40-64 years,490,70,2191
13287,"White, non-Hispanic",40-64 years,72,11,292
13289,"White, non-Hispanic",40-64 years,75,12,322
13291,"White, non-Hispanic",40-64 years,271,31,1140
13293,"White, non-Hispanic",40-64 years,196,36,1058
13295,"White, non-Hispanic",40-64 years,669,105,3434
13297,"White, non-Hispanic",40-64 years,829,134,3651
13299,"White, non-Hispanic",40-64 years,301,48,1271
13301,"White, non-Hispanic",40-64 years,44,6,164
13303,"White, non-Hispanic",40-64 years,120,19,588
13305,"White, non-Hispanic",40-64 years,254,41,1171
13307,"White, non-Hispanic",40-64 years,18,3,80
13309,"White, non-Hispanic",40-64 years,76,12,304
13311,"White, non-Hispanic",40-64 years,233,38,1241
13313,"White, non-Hispanic",40-64 years,939,130,3431
13315,"White, non-Hispanic",40-64 years,62,11,329
13317,"White, non-Hispanic",40-64 years,77,16,337
13319,"White, non-Hispanic",40-64 years,68,9,322
13321,"White, non-Hispanic",40-64 years,230,42,866
15001,"White, non-Hispanic",40-64 years,1030,162,2737
15003,"White, non-Hispanic",40-64 years,1967,264,6043
15007,"White, non-Hispanic",40-64 years,276,37,944
15009,"White, non-Hispanic",40-64 years,609,101,2283
16001,"White, non-Hispanic",40-64 years,4520,545,16624
16003,"White, non-Hispanic",40-64 years,34,6,196
16005,"White, non-Hispanic",40-64 years,562,96,2907
16007,"White, non-Hispanic",40-64 years,40,8,222
16009,"White, non-Hispanic",40-64 years,85,15,402
16011,"White, non-Hispanic",40-64 years,304,57,1528
16013,"White, non-Hispanic",40-64 years,154,23,730
16015,"White, non-Hispanic",40-64 years,84,12,372
16017,"White, non-Hispanic",40-64 years,398,60,1917
16019,"White, non-Hispanic",40-64 years,789,119,3620
16021,"White, non-Hispanic",40-64 years,94,16,466
16023,"White, non-Hispanic",40-64 years,29,5,100
16025,"White, non-Hispanic",40-64 years,11,2,46
16027,"White, non-Hispanic",40-64 years,2549,317,7667
16029,"White, non-Hispanic",40-64 years,39,6,234
16031,"White, non-Hispanic",40-64 years,151,21,677
16035,"White, non-Hispanic",40-64 years,100,9,361
16037,"White, non-Hispanic",40-64 years,47,7,182
16039,"White, non-Hispanic",40-64 years,307,33,844
16041,"White, non-Hispanic",40-64 years,116,24,482
16043,"White, non-Hispanic",40-64 years,106,16,446
16045,"White, non-Hispanic",40-64 years,173,22,756
16047,"White, non-Hispanic",40-64 years,176,18,470
16049,"White, non-Hispanic",40-64 years,174,26,658
16051,"White, non-Hispanic",40-64 years,253,42,969
16053,"White, non-Hispanic",40-64 years,169,22,688
16055,"White, non-Hispanic",40-64 years,1574,229,6510
16057,"White, non-Hispanic",40-64 years,241,29,1044
16059,"White, non-Hispanic",40-64 years,86,11,299
16061,"White, non-Hispanic",40-64 years,39,5,133
16063,"White, non-Hispanic",40-64 years,42,7,158
16065,"White, non-Hispanic",40-64 years,215,36,958
16067,"White, non-Hispanic",40-64 years,152,23,613
16069,"White, non-Hispanic",40-64 years,386,60,1515
16071,"White, non-Hispanic",40-64 years,28,5,170
16073,"White, non-Hispanic",40-64 years,154,22,436
16075,"White, non-Hispanic",40-64 years,251,33,864
16077,"White, non-Hispanic",40-64 years,48,9,232
16079,"White, non-Hispanic",40-64 years,193,17,556
16081,"White, non-Hispanic",40-64 years,95,17,426
16083,"White, non-Hispanic",40-64 years,638,88,2802
16085,"White, non-Hispanic",40-64 years,84,12,453
16087,"White, non-Hispanic",40-64 years,88,9,386
17001,"White, non-Hispanic",40-64 years,649,93,2487
17003,"White, non-Hispanic",40-64 years,64,11,224
17005,"White, non-Hispanic",40-64 years,181,28,721
17007,"White, non-Hispanic",40-64 years,425,71,1849
17009,"White, non-Hispanic",40-64 years,52,8,230
17011,"White, non-Hispanic",40-64 years,373,54,1291
17013,"White, non-Hispanic",40-64 years,75,8,214
17015,"White, non-Hispanic",40-64 years,135,20,668
17017,"White, non-Hispanic",40-64 years,140,25,495
17019,"White, non-Hispanic",40-64 years,1188,241,5004
17021,"White, non-Hispanic",40-64 years,379,69,1610
17023,"White, non-Hispanic",40-64 years,199,23,686
17025,"White, non-Hispanic",40-64 years,184,29,572
17027,"White, non-Hispanic",40-64 years,419,58,1613
17029,"White, non-Hispanic",40-64 years,611,65,1803
17031,"White, non-Hispanic",40-64 years,29957,4879,105778
17033,"White, non-Hispanic",40-64 years,219,28,790
17035,"White, non-Hispanic",40-64 years,166,23,476
17037,"White, non-Hispanic",40-64 years,788,118,3026
17039,"White, non-Hispanic",40-64 years,165,27,681
17041,"White, non-Hispanic",40-64 years,159,30,740
17043,"White, non-Hispanic",40-64 years,6732,1002,24282
17045,"White, non-Hispanic",40-64 years,175,30,773
17047,"White, non-Hispanic",40-64 years,95,16,283
17049,"White, non-Hispanic",40-64 years,449,36,1341
17051,"White, non-Hispanic",40-64 years,278,29,950
17053,"White, non-Hispanic",40-64 years,93,17,559
17055,"White, non-Hispanic",40-64 years,458,72,1742
17057,"White, non-Hispanic",40-64 years,352,56,1427
17059,"White, non-Hispanic",40-64 years,80,8,233
17061,"White, non-Hispanic",40-64 years,192,21,568
17063,"White, non-Hispanic",40-64 years,519,84,2003
17065,"White, non-Hispanic",40-64 years,80,13,344
17067,"White, non-Hispanic",40-64 years,230,29,737
17069,"White, non-Hispanic",40-64 years,54,8,185
17071,"White, non-Hispanic",40-64 years,85,10,296
17073,"White, non-Hispanic",40-64 years,584,79,2043
17075,"White, non-Hispanic",40-64 years,234,37,1138
17077,"White, non-Hispanic",40-64 years,530,82,1576
17079,"White, non-Hispanic",40-64 years,132,13,425
17081,"White, non-Hispanic",40-64 years,419,70,1451
17083,"White, non-Hispanic",40-64 years,327,35,964
17085,"White, non-Hispanic",40-64 years,200,32,904
17087,"White, non-Hispanic",40-64 years,180,27,579
17089,"White, non-Hispanic",40-64 years,4132,690,14834
17091,"White, non-Hispanic",40-64 years,923,129,3795
17093,"White, non-Hispanic",40-64 years,916,132,3781
17095,"White, non-Hispanic",40-64 years,551,82,1889
17097,"White, non-Hispanic",40-64 years,5772,838,19927
17099,"White, non-Hispanic",40-64 years,1415,181,4567
17101,"White, non-Hispanic",40-64 years,190,26,649
17103,"White, non-Hispanic",40-64 years,393,50,1312
17105,"White, non-Hispanic",40-64 years,408,55,1479
17107,"White, non-Hispanic",40-64 years,247,45,1100
17109,"White, non-Hispanic",40-64 years,279,44,889
17111,"White, non-Hispanic",40-64 years,3198,429,11527
17113,"White, non-Hispanic",40-64 years,1176,183,5124
17115,"White, non-Hispanic",40-64 years,891,128,3841
17117,"White, non-Hispanic",40-64 years,534,82,2110
17119,"White, non-Hispanic",40-64 years,2662,418,11225
17121,"White, non-Hispanic",40-64 years,361,63,1617
17123,"White, non-Hispanic",40-64 years,108,17,490
17125,"White, non-Hispanic",40-64 years,165,25,588
17127,"White, non-Hispanic",40-64 years,114,15,644
17129,"White, non-Hispanic",40-64 years,117,18,544
17131,"White, non-Hispanic",40-64 years,208,25,662
17133,"White, non-Hispanic",40-64 years,374,56,1545
17135,"White, non-Hispanic",40-64 years,359,45,1264
17137,"White, non-Hispanic",40-64 years,347,60,1370
17139,"White, non-Hispanic",40-64 years,166,23,592
17141,"White, non-Hispanic",40-64 years,685,75,2090
17143,"White, non-Hispanic",40-64 years,1270,206,5301
17145,"White, non-Hispanic",40-64 years,294,45,879
17147,"White, non-Hispanic",40-64 years,140,25,680
17149,"White, non-Hispanic",40-64 years,189,25,628
17151,"White, non-Hispanic",40-64 years,61,7,218
17153,"White, non-Hispanic",40-64 years,54,8,201
17155,"White, non-Hispanic",40-64 years,68,9,241
17157,"White, non-Hispanic",40-64 years,349,53,1289
17159,"White, non-Hispanic",40-64 years,129,19,648
17161,"White, non-Hispanic",40-64 years,1316,167,4884
17163,"White, non-Hispanic",40-64 years,2183,413,8882
17165,"White, non-Hispanic",40-64 years,354,37,1077
17167,"White, non-Hispanic",40-64 years,1753,299,6996
17169,"White, non-Hispanic",40-64 years,83,11,302
17171,"White, non-Hispanic",40-64 years,52,8,245
17173,"White, non-Hispanic",40-64 years,299,38,908
17175,"White, non-Hispanic",40-64 years,61,6,220
17177,"White, non-Hispanic",40-64 years,410,65,1761
17179,"White, non-Hispanic",40-64 years,1407,183,5213
17181,"White, non-Hispanic",40-64 years,230,38,718
17183,"White, non-Hispanic",40-64 years,743,156,3038
17185,"White, non-Hispanic",40-64 years,168,16,478
17187,"White, non-Hispanic",40-64 years,182,31,587
17189,"White, non-Hispanic",40-64 years,201,23,616
17191,"White, non-Hispanic",40-64 years,231,30,706
17193,"White, non-Hispanic",40-64 years,153,26,627
17195,"White, non-Hispanic",40-64 years,512,63,2169
17197,"White, non-Hispanic",40-64 years,5977,944,21699
17199,"White, non-Hispanic",40-64 years,820,131,2739
17201,"White, non-Hispanic",40-64 years,2276,346,9503
17203,"White, non-Hispanic",40-64 years,295,49,1428
18001,"White, non-Hispanic",40-64 years,403,61,1417
18003,"White, non-Hispanic",40-64 years,3389,488,12847
18005,"White, non-Hispanic",40-64 years,824,107,3004
18007,"White, non-Hispanic",40-64 years,92,13,370
18009,"White, non-Hispanic",40-64 years,182,20,572
18011,"White, non-Hispanic",40-64 years,679,95,2469
18013,"White, non-Hispanic",40-64 years,175,24,802
18015,"White, non-Hispanic",40-64 years,201,33,928
18017,"White, non-Hispanic",40-64 years,544,60,1540
18019,"White, non-Hispanic",40-64 years,1205,186,5268
18021,"White, non-Hispanic",40-64 years,199,30,1196
18023,"White, non-Hispanic",40-64 years,287,54,1318
18025,"White, non-Hispanic",40-64 years,102,17,560
18027,"White, non-Hispanic",40-64 years,294,50,1286
18029,"White, non-Hispanic",40-64 years,536,74,2475
18031,"White, non-Hispanic",40-64 years,393,41,1209
18033,"White, non-Hispanic",40-64 years,567,76,1892
18035,"White, non-Hispanic",40-64 years,1163,133,4444
18037,"White, non-Hispanic",40-64 years,435,66,1823
18039,"White, non-Hispanic",40-64 years,1590,249,6994
18041,"White, non-Hispanic",40-64 years,336,51,1192
18043,"White, non-Hispanic",40-64 years,760,108,3414
18045,"White, non-Hispanic",40-64 years,159,30,774
18047,"White, non-Hispanic",40-64 years,373,61,1144
18049,"White, non-Hispanic",40-64 years,295,31,864
18051,"White, non-Hispanic",40-64 years,347,50,1442
18053,"White, non-Hispanic",40-64 years,1002,85,2949
18055,"White, non-Hispanic",40-64 years,374,61,1515
18057,"White, non-Hispanic",40-64 years,2571,313,10849
18059,"White, non-Hispanic",40-64 years,879,128,3326
18061,"White, non-Hispanic",40-64 years,379,62,1861
18063,"White, non-Hispanic",40-64 years,1692,261,6315
18065,"White, non-Hispanic",40-64 years,468,62,2394
18067,"White, non-Hispanic",40-64 years,1002,114,3515
18069,"White, non-Hispanic",40-64 years,466,65,1687
18071,"White, non-Hispanic",40-64 years,615,92,2012
18073,"White, non-Hispanic",40-64 years,261,44,1345
18075,"White, non-Hispanic",40-64 years,266,31,939
18077,"White, non-Hispanic",40-64 years,310,53,1579
18079,"White, non-Hispanic",40-64 years,290,44,1360
18081,"White, non-Hispanic",40-64 years,1607,197,6118
18083,"White, non-Hispanic",40-64 years,424,65,1495
18085,"White, non-Hispanic",40-64 years,859,112,3189
18087,"White, non-Hispanic",40-64 years,323,41,1479
18089,"White, non-Hispanic",40-64 years,3636,616,15829
18091,"White, non-Hispanic",40-64 years,1195,158,4377
18093,"White, non-Hispanic",40-64 years,578,78,2211
18095,"White, non-Hispanic",40-64 years,1776,196,5859
18097,"White, non-Hispanic",40-64 years,7091,1029,26747
18099,"White, non-Hispanic",40-64 years,339,56,1804
18101,"White, non-Hispanic",40-64 years,86,13,475
18103,"White, non-Hispanic",40-64 years,568,58,1641
18105,"White, non-Hispanic",40-64 years,830,138,4211
18107,"White, non-Hispanic",40-64 years,425,84,1686
