fips,svi_overall,svi_ses,svi_hhchar,svi_minority,svi_housing
17135,0.2505,0.2903,0.0878,0.2148,0.577
17137,0.5245,0.4087,0.5382,0.3845,0.7317
17139,0.3558,0.3294,0.261,0.0239,0.7556
17141,0.3485,0.2782,0.5602,0.4341,0.3622
17143,0.6785,0.557,0.6143,0.6929,0.7435
17145,0.6031,0.4596,0.5328,0.4367,0.8507
17147,0.0035,0.0216,0.0812,0.0458,0.0086
17149,0.3784,0.4122,0.7473,0.0643,0.2661
17151,0.5086,0.4328,0.7588,0.3421,0.4787
17153,0.5271,0.4443,0.6833,0.753,0.3736
17155,0.0162,0.0111,0.2909,0.2613,0.015
17157,0.4163,0.3246,0.3272,0.4656,0.6378
17159,0.3065,0.1369,0.8431,0.1066,0.4443
17161,0.6891,0.4564,0.845,0.6655,0.7342
17163,0.5544,0.4799,0.5598,0.7826,0.4736
17165,0.7412,0.6665,0.8297,0.2702,0.7899
17167,0.4303,0.2559,0.5115,0.5519,0.6238
17169,0.4109,0.4039,0.5363,0.2148,0.4564
17171,0.0178,0.0379,0.2998,0.0239,0.0204
17173,0.064,0.0627,0.12,0.0105,0.2508
17175,0.0194,0.1404,0.0614,0.1181,0.014
17177,0.5516,0.4659,0.7479,0.521,0.4694
17179,0.0948,0.0834,0.1607,0.1655,0.267
17181,0.5172,0.4246,0.4879,0.2928,0.7721
17183,0.6582,0.4927,0.7654,0.5786,0.7091
17185,0.4096,0.2336,0.8727,0.1445,0.4764
17187,0.5328,0.3927,0.5792,0.5006,0.6881
17189,0.0509,0.0955,0.1719,0.0426,0.0901
17191,0.4386,0.3819,0.6321,0.0344,0.6012
17193,0.4383,0.4029,0.7174,0.0344,0.4873
17195,0.2549,0.141,0.7371,0.4777,0.2088
17197,0.2412,0.2011,0.4061,0.7623,0.1496
17199,0.43,0.3421,0.6897,0.3421,0.4147
17201,0.7629,0.6964,0.8593,0.7043,0.5484
17203,0.0226,0.0328,0.133,0.0703,0.0808
18001,0.598,0.6712,0.3307,0.1903,0.7982
18003,0.5054,0.4153,0.747,0.6445,0.3399
18005,0.3778,0.2594,0.5917,0.5395,0.4001
18007,0.416,0.408,0.9058,0.2381,0.1626
18009,0.4411,0.5751,0.5649,0.0703,0.3275
18011,0.0417,0.0255,0.2514,0.3253,0.0624
18013,0.1757,0.2842,0.2441,0.0703,0.2021
18015,0.0933,0.2027,0.2435,0.1779,0.0551
18017,0.5567,0.4704,0.8351,0.564,0.3733
18019,0.2696,0.2798,0.2896,0.5115,0.2852
18021,0.2855,0.1595,0.8514,0.0589,0.3335
18023,0.5159,0.4468,0.7059,0.521,0.4297
18025,0.267,0.4637,0.2196,0.0506,0.2772
18027,0.7419,0.663,0.6066,0.3396,0.9182
18029,0.0617,0.1302,0.1881,0.0344,0.0818
18031,0.0481,0.134,0.0312,0.1127,0.1451
18033,0.1034,0.1359,0.2263,0.0863,0.1805
18035,0.633,0.7088,0.2699,0.4211,0.7833
18037,0.1235,0.0687,0.3237,0.3218,0.2381
18039,0.7938,0.656,0.8081,0.6308,0.8227
18041,0.6547,0.6884,0.9032,0.1445,0.4551
18043,0.1483,0.1248,0.2947,0.3934,0.2164
18045,0.2667,0.4647,0.6976,0.0812,0.0592
18047,0.1639,0.1162,0.5057,0.0201,0.3024
18049,0.3896,0.6178,0.4885,0.2658,0.1486
18051,0.239,0.07,0.4831,0.2094,0.6534
18053,0.725,0.7113,0.5617,0.4656,0.795
18055,0.3794,0.4701,0.485,0.0385,0.3991
18057,0.035,0.007,0.3103,0.5006,0.0344
18059,0.0334,0.064,0.2486,0.2508,0.0207
18061,0.1174,0.1849,0.1187,0.0863,0.2362
18063,0.0713,0.0506,0.1836,0.4949,0.1251
18065,0.2642,0.3227,0.267,0.1852,0.3778
18067,0.3775,0.3084,0.682,0.4682,0.2801
18069,0.1178,0.1572,0.2279,0.126,0.1836
18071,0.5038,0.344,0.7712,0.4023,0.5595
18073,0.2145,0.2355,0.6006,0.3218,0.1101
18075,0.4087,0.4109,0.5783,0.1066,0.4675
18077,0.4456,0.3565,0.3752,0.2276,0.7495
18079,0.2094,0.2689,0.4551,0.0977,0.1862
18081,0.1069,0.1168,0.2778,0.3736,0.1174
18083,0.6295,0.4176,0.7963,0.2613,0.859
18085,0.4857,0.33,0.691,0.3934,0.6139
18087,0.3899,0.4376,0.471,0.1515,0.4284
18089,0.7072,0.6241,0.7922,0.8561,0.4593
18091,0.5853,0.4771,0.4351,0.5697,0.7858
18093,0.2791,0.2849,0.5395,0.0863,0.3332
18095,0.6569,0.6104,0.8017,0.4736,0.5407
18097,0.8291,0.8253,0.7858,0.8501,0.6216
18099,0.5369,0.5433,0.5118,0.4055,0.5745
18101,0.1754,0.1566,0.2524,0.1445,0.3861
18103,0.4421,0.5407,0.3542,0.3682,0.3905
18105,0.4688,0.6353,0.0137,0.493,0.8593
18107,0.3218,0.2568,0.6397,0.2658,0.3517
18109,0.1133,0.2591,0.1085,0.0703,0.1499
18111,0.2775,0.4055,0.7387,0.3001,0.0506
18113,0.506,0.3542,0.5761,0.4125,0.7225
18115,0.0917,0.119,0.057,0.0735,0.3546
18117,0.4971,0.3985,0.9071,0.0977,0.4488
18119,0.3304,0.6875,0.1792,0.0426,0.2116
18121,0.6926,0.6222,0.3997,0.1181,0.9777
18123,0.2416,0.0999,0.0863,0.1569,0.9258
18125,0.0684,0.0964,0.1171,0.0344,0.198
18127,0.1655,0.147,0.1384,0.5115,0.3011
18129,0.0134,0.0633,0.0388,0.0643,0.0541
18131,0.3113,0.4367,0.4653,0.1569,0.2349
18133,0.1897,0.1432,0.0407,0.2702,0.7107
18135,0.3791,0.3622,0.8447,0.2336,0.1878
18137,0.3507,0.2947,0.3956,0.0773,0.6563
18139,0.2584,0.4777,0.3234,0.0589,0.1789
18141,0.6143,0.479,0.5847,0.6582,0.7161
18143,0.634,0.7301,0.4284,0.1066,0.7864
18145,0.2317,0.2276,0.2097,0.2508,0.4243
18147,0.0471,0.1028,0.0687,0.126,0.1127
18149,0.2556,0.5503,0.246,0.1655,0.1206
18151,0.1617,0.2553,0.0668,0.1779,0.3514
18153,0.6098,0.4523,0.4968,0.2753,0.9373
18155,0.7002,0.8428,0.7148,0.0773,0.5738
18157,0.499,0.4917,0.0735,0.6197,0.8469
18159,0.0442,0.1451,0.2292,0.1127,0.0111
18161,0.1696,0.2288,0.3517,0.0907,0.1811
18163,0.5847,0.5815,0.479,0.4981,0.6219
18165,0.3851,0.338,0.8173,0.0239,0.3402
18167,0.7145,0.7027,0.3364,0.451,0.9096
18169,0.2861,0.3008,0.4414,0.1445,0.3552
18171,0.0099,0.0353,0.1509,0.0643,0.0137
18173,0.0369,0.0172,0.2562,0.2829,0.0691
18175,0.2654,0.4691,0.3568,0.0201,0.1913
18177,0.6763,0.6544,0.8259,0.3889,0.5541
18179,0.084,0.0837,0.31,0.1655,0.127
18181,0.3036,0.309,0.789,0.3552,0.12
18183,0.0805,0.1719,0.2743,0.1066,0.0567
19001,0.0493,0.14,0.17,0.0735,0.0426
19003,0.0391,0.1174,0.0799,0.0344,0.0726
19005,0.2903,0.2435,0.478,0.3253,0.3628
19007,0.4955,0.73740000000000006,0.4064,0.0907,0.38
19009,0.0229,0.0748,0.1289,0.0385,0.0404
19011,0.0041,0.0083,0.1069,0.0589,0.0178
19013,0.529,0.3988,0.3822,0.5423,0.7893
19015,0.0446,0.0099,0.057,0.1359,0.3326
19017,0.0423,0.0054,0.2034,0.0977,0.2015
19019,0.0433,0.0446,0.1534,0.0458,0.1391
19021,0.6693,0.5665,0.4427,0.8135,0.7616
19023,0.0312,0.0684,0.2629,0.0286,0.0356
19025,0.0878,0.035,0.2193,0.1569,0.3183
19027,0.0777,0.0401,0.3208,0.1359,0.1957
19029,0.1785,0.2015,0.3526,0.0907,0.2374
19031,0.0048,0.0067,0.0802,0.0735,0.0331
19033,0.1884,0.078,0.3046,0.3253,0.4847
19035,0.1187,0.0611,0.1766,0.2381,0.4007
19037,0.0426,0.0528,0.3511,0.0735,0.0433
19039,0.7791,0.5477,0.8972,0.5226,0.8787
19041,0.2409,0.1674,0.6878,0.2046,0.2495
19043,0.2629,0.2151,0.4504,0.0458,0.4863
19045,0.3666,0.3546,0.5764,0.2928,0.3348
19047,0.8351,0.5592,0.9628,0.7358,0.8409
19049,0.0576,0.0095,0.1706,0.4758,0.1706
19051,0.3692,0.4096,0.3281,0.0201,0.5933
19053,0.4704,0.4997,0.1582,0.2562,0.8144
19055,0.0115,0.0458,0.0433,0.0458,0.0493
19057,0.4905,0.2772,0.9093,0.4125,0.4733
19059,0.0843,0.0665,0.2801,0.0773,0.197
19061,0.2225,0.1289,0.3167,0.3119,0.4895
19063,0.2896,0.1009,0.5799,0.4211,0.5646
19065,0.1989,0.2196,0.3431,0.2046,0.2374
19067,0.1722,0.1034,0.4997,0.3141,0.2317
19069,0.2533,0.3867,0.7069,0.4634,0.0226
19071,0.0159,0.0681,0.092,0.126,0.0229
19073,0.1805,0.0649,0.7489,0.1327,0.2591
19075,0.0025,0.0013,0.0764,0.0201,0.0181
19077,0.0614,0.0637,0.4402,0.0977,0.0633
19079,0.0595,0.0188,0.408,0.3552,0.0767
19081,0.0738,0.0321,0.4131,0.2381,0.1318
19083,0.1652,0.0707,0.3523,0.2702,0.4128
19085,0.0242,0.0341,0.0942,0.0506,0.1219
19087,0.2031,0.1378,0.578,0.3845,0.1938
19089,0.0551,0.0936,0.177,0.0302,0.1114
19091,0.0955,0.085,0.5983,0.2046,0.0598
19093,0.0592,0.0703,0.1225,0.1066,0.1776
19095,0.0306,0.0137,0.2043,0.1445,0.1022
19097,0.0662,0.1811,0.071,0.0812,0.112
19099,0.1945,0.0929,0.3947,0.1983,0.4545
19101,0.5169,0.5127,0.2992,0.5353,0.6607
19103,0.3511,0.3103,0.0226,0.5831,0.8682
19105,0.2056,0.1251,0.373,0.1983,0.4386
19107,0.0621,0.1658,0.4411,0.0385,0.0108
19109,0.1938,0.1025,0.6292,0.1359,0.2947
19111,0.275,0.2572,0.2915,0.3046,0.4398
19113,0.1935,0.0792,0.3176,0.4535,0.4255
19115,0.2823,0.2062,0.4122,0.5802,0.309
19117,0.2871,0.1922,0.7556,0.0223,0.3845
19119,0.0286,0.0274,0.2183,0.0812,0.0789
19121,0.0172,0.0261,0.1372,0.0907,0.0611
19123,0.1728,0.1384,0.2368,0.2148,0.3921
19125,0.1248,0.0159,0.3396,0.1327,0.5213
19127,0.662,0.3568,0.7849,0.6862,0.8428
19129,0.0745,0.049,0.2285,0.1515,0.2113
19131,0.0732,0.0783,0.3848,0.0201,0.1108
19133,0.0936,0.0888,0.2941,0.1327,0.1738
19135,0.2196,0.1862,0.1022,0.0977,0.697
19137,0.0605,0.0974,0.2594,0.1945,0.0617
19139,0.4354,0.177,0.7247,0.6044,0.5894
19141,0.2626,0.0576,0.4704,0.2409,0.7871
19143,0.1419,0.1012,0.8008,0.3736,0.0436
19145,0.253,0.205,0.2393,0.3001,0.5003
19147,0.0904,0.0092,0.5121,0.2409,0.2132
19149,0.0668,0.0127,0.5446,0.2829,0.0878
19151,0.0923,0.176,0.4599,0.2148,0.0216
19153,0.4574,0.24,0.5961,0.5939,0.6477
19155,0.4892,0.2969,0.732,0.4055,0.6489
19157,0.2339,0.2317,0.1015,0.2702,0.5681
19159,0.1871,0.1273,0.5802,0.0812,0.2756
19161,0.0847,0.0735,0.4688,0.1181,0.0907
19163,0.2982,0.183,0.4908,0.5598,0.3889
19165,0.0563,0.0821,0.1738,0.1359,0.1041
19167,0.1031,0.0207,0.2444,0.4147,0.3144
19169,0.282,0.4733,0.0041,0.4949,0.7202
19171,0.325,0.2234,0.69,0.5519,0.2492
19173,0.0968,0.0732,0.7027,0.3189,0.0302
19175,0.4233,0.359,0.6203,0.1655,0.5296
19177,0.381,0.4663,0.499,0.0426,0.3956
19179,0.8071,0.6852,0.8994,0.5274,0.7903
19181,0.0764,0.0162,0.19,0.1569,0.3714
19183,0.1489,0.1092,0.6499,0.3084,0.1053
19185,0.3892,0.3488,0.655,0.0907,0.4497
19187,0.4061,0.2731,0.316,0.43,0.7365
19189,0.1251,0.0461,0.6432,0.2829,0.154
19191,0.0411,0.0414,0.0487,0.0907,0.233
19193,0.6521,0.3873,0.8418,0.6582,0.7355
19195,0.0038,0.0169,0.0611,0.1359,0.0172
19197,0.401,0.148,0.9694,0.4341,0.2944
20001,0.3924,0.3428,0.5605,0.3253,0.4188
20003,0.2756,0.5137,0.7409,0.1445,0.0286
20005,0.3546,0.2495,0.2234,0.3794,0.739
20007,0.5181,0.415,0.8348,0.3141,0.4653
20009,0.6276,0.5812,0.8997,0.5363,0.3323
20011,0.5242,0.4946,0.5643,0.3355,0.5968
20013,0.2798,0.3746,0.4761,0.5108,0.1088
20015,0.2718,0.2132,0.2533,0.3762,0.5121
20017,0.1926,0.211,0.394,0.3189,0.1601
20019,0.7686,0.781,0.6073,0.451,0.8094
20021,0.4819,0.4195,0.7451,0.3908,0.4102
20023,0.218,0.2556,0.8234,0.2336,0.0471
20025,0.1649,0.0913,0.9061,0.3552,0.0461
20027,0.317,0.1607,0.8641,0.1738,0.3701
20029,0.2279,0.3138,0.5722,0.2202,0.1012
20031,0.2046,0.1961,0.4784,0.1983,0.219
20033,0.1012,0.0468,0.3316,0.2202,0.2432
20035,0.6194,0.3934,0.8577,0.5621,0.6582
20037,0.7683,0.7237,0.5124,0.43,0.929
20039,0.1607,0.2705,0.6069,0.0735,0.0554
20041,0.1836,0.2269,0.2492,0.3103,0.1967
20043,0.2263,0.3141,0.0204,0.3304,0.6006
20045,0.2565,0.4201,0.0073,0.5831,0.5936
20047,0.2374,0.2266,0.5127,0.6127,0.1235
20049,0.3616,0.6127,0.4526,0.3542,0.0996
20051,0.1862,0.26,0.0535,0.3488,0.3565
20053,0.1779,0.1063,0.0652,0.4459,0.6076
20055,0.8574,0.7467,0.7626,0.9214,0.8399
20057,0.7931,0.7174,0.5929,0.9252,0.7724
20059,0.2613,0.2759,0.2928,0.3001,0.3756
20061,0.711,0.4628,0.8039,0.837,0.7327
20063,0.1063,0.1817,0.3806,0.1569,0.0627
20065,0.4039,0.5875,0.8253,0.3736,0.0455
20067,0.4758,0.6295,0.3084,0.8768,0.1929
20069,0.2979,0.3033,0.4176,0.5242,0.2371
20071,0.5232,0.2298,0.9978,0.6015,0.1801
20073,0.2578,0.2062,0.7419,0.2658,0.1833
20075,0.3017,0.4252,0.4306,0.7995,0.0637
20077,0.5306,0.4338,0.9857,0.3253,0.1655
20079,0.5592,0.2708,0.8046,0.5181,0.7664
20081,0.3644,0.5019,0.2559,0.7222,0.1808
20083,0.0824,0.1824,0.2327,0.3889,0.0239
20085,0.3055,0.2492,0.7864,0.4914,0.1423
20087,0.0102,0.0525,0.0761,0.1852,0.0115
20089,0.105,0.268,0.163,0.1569,0.0649
20091,0.085,0.0541,0.2826,0.5589,0.0888
20093,0.3962,0.5204,0.515,0.726,0.1088
20095,0.0382,0.0551,0.1254,0.2046,0.0783
20097,0.3039,0.3367,0.3743,0.3657,0.295
20099,0.6292,0.5188,0.8154,0.4535,0.5993
20101,0.106,0.1636,0.4468,0.4211,0.0229
20103,0.2307,0.1957,0.2158,0.571,0.3109
20105,0.0789,0.1003,0.3412,0.1779,0.0757
20107,0.4102,0.6209,0.3762,0.1903,0.2629
20109,0.1856,0.1731,0.8119,0.3141,0.0468
20111,0.6766,0.5672,0.3205,0.6712,0.9102
20113,0.1349,0.1178,0.2645,0.2855,0.2336
20115,0.1184,0.175,0.1884,0.2276,0.155
20117,0.0945,0.1152,0.2311,0.126,0.162
20119,0.3409,0.3829,0.7546,0.6337,0.0659
20121,0.0535,0.091,0.154,0.2381,0.0754
20123,0.1375,0.0961,0.6343,0.0907,0.1639
20125,0.8154,0.7171,0.88,0.564,0.7769
20127,0.1776,0.1267,0.6712,0.2855,0.1362
20129,0.5933,0.5471,0.9917,0.6712,0.0608
20131,0.0624,0.0258,0.232,0.1066,0.226
20133,0.5732,0.3666,0.9052,0.3488,0.6034
20135,0.0722,0.0948,0.577,0.3889,0.0092
20137,0.1642,0.1665,0.1617,0.3682,0.2992
20139,0.1964,0.3256,0.4217,0.1983,0.0882
20141,0.0748,0.0878,0.4392,0.1515,0.0614
20143,0.0449,0.112,0.2543,0.1623,0.0169
20145,0.2683,0.2473,0.6117,0.4799,0.156
20147,0.2393,0.0694,0.6174,0.1903,0.5602
20149,0.0532,0.021,0.0643,0.3396,0.2693
20151,0.3877,0.2002,0.718,0.3819,0.5156
20153,0.2518,0.1375,0.6849,0.3469,0.2858
20155,0.5627,0.4698,0.5251,0.4885,0.7094
20157,0.0245,0.0286,0.0678,0.0977,0.1477
20159,0.2954,0.2161,0.5923,0.5083,0.2642
20161,0.5557,0.5353,0.0503,0.6085,0.9427
20163,0.1079,0.1171,0.5194,0.1569,0.0831
20165,0.0366,0.1187,0.0757,0.2562,0.0353
20167,0.3243,0.4548,0.3771,0.2508,0.2581
20169,0.5707,0.472,0.7559,0.5519,0.4924
20171,0.4462,0.3905,0.6645,0.5742,0.2985
20173,0.6856,0.5923,0.8307,0.711,0.4879
20175,0.9099,0.8024,0.8071,0.9659,0.9297
20177,0.5067,0.2963,0.5312,0.6464,0.7393
20179,0.1057,0.1022,0.8364,0.2276,0.0124
20181,0.2403,0.2887,0.2298,0.4901,0.232
20183,0.0602,0.1467,0.2269,0.1359,0.0391
20185,0.2817,0.2613,0.7581,0.493,0.1038
20187,0.5461,0.5251,0.7728,0.8039,0.2253
20189,0.8832,0.803,0.8555,0.7782,0.8491
20191,0.3829,0.3765,0.6493,0.3488,0.2689
20193,0.0742,0.0818,0.071,0.3488,0.2043
20195,0.0181,0.0691,0.0576,0.013,0.07
20197,0.063,0.0178,0.5013,0.2454,0.0875
20199,0.1913,0.043,0.9526,0.3304,0.1066
20201,0.0398,0.0236,0.4287,0.1738,0.0388
20203,0.4208,0.126,0.9768,0.7043,0.2346
20205,0.4685,0.3784,0.8125,0.2613,0.4195
20207,0.2187,0.4736,0.4586,0.2241,0.0334
20209,0.9504,0.9755,0.9023,0.923,0.6887
21001,0.5356,0.6808,0.1645,0.2241,0.7422
21003,0.6165,0.7151,0.7734,0.0863,0.4822
21005,0.2241,0.4303,0.6601,0.1903,0.0236
21007,0.388,0.3813,0.3845,0.2336,0.5321
21009,0.7712,0.8953,0.6168,0.3189,0.6556
21011,0.4141,0.4799,0.5831,0.0812,0.3915
21013,0.7992,0.9258,0.4828,0.1445,0.8727
21015,0.1496,0.0579,0.6197,0.4055,0.1795
21017,0.4144,0.5891,0.6525,0.4586,0.0913
21019,0.6859,0.5968,0.7301,0.2148,0.8383
21021,0.5321,0.577,0.5369,0.4586,0.4395
21023,0.2104,0.3896,0.0719,0.0458,0.3622
21025,0.6897,0.7253,0.3574,0.0239,0.9564
21027,0.5057,0.5522,0.7206,0.1515,0.4157
21029,0.1194,0.1916,0.2467,0.1515,0.1292
21031,0.684,0.6814,0.8291,0.1127,0.675
21033,0.6127,0.6614,0.8141,0.2966,0.4045
21035,0.4017,0.5271,0.0458,0.3396,0.7158
21037,0.2476,0.2031,0.1095,0.2454,0.668
21039,0.3148,0.5493,0.5204,0.1852,0.1028
21041,0.8243,0.9284,0.5646,0.3657,0.8059
21043,0.5888,0.7336,0.5458,0.0385,0.5898
21045,0.8663,0.9491,0.9147,0.1127,0.7218
21047,0.9258,0.9017,0.8842,0.7342,0.8686
21049,0.5325,0.5076,0.8106,0.3355,0.3896
21051,0.8405,0.8405,0.5627,0.2778,0.9758
21053,0.76,0.8291,0.7358,0.0907,0.7728
21055,0.5006,0.4586,0.8733,0.0426,0.4421
21057,0.5455,0.7272,0.3052,0.2336,0.5649
21059,0.612,0.3826,0.8055,0.3972,0.7925
21061,0.4876,0.6929,0.1849,0.0977,0.6229
21063,0.4835,0.5805,0.156,0.0703,0.83
21065,0.8361,0.8978,0.9281,0.0169,0.7463
21067,0.5719,0.5057,0.2231,0.6795,0.817
21069,0.6467,0.7498,0.7572,0.0547,0.5433
21071,0.7553,0.8794,0.423,0.013,0.8991
21073,0.6251,0.3526,0.8186,0.5274,0.7941
21075,0.9325,0.8861,0.9284,0.6747,0.8892
21077,0.5678,0.6623,0.3647,0.3396,0.619
21079,0.2034,0.494,0.4249,0.1569,0.0255
21081,0.2985,0.3612,0.423,0.1903,0.2957
21083,0.7253,0.6378,0.8701,0.4271,0.6442
21085,0.57,0.6754,0.6372,0.0547,0.5503
21087,0.7358,0.8084,0.9488,0.1359,0.4204
21089,0.211,0.2823,0.4647,0.0385,0.1919
21091,0.1798,0.2836,0.4173,0.0773,0.1276
21093,0.5162,0.3202,0.6789,0.6146,0.6165
21095,0.8488,0.8972,0.7416,0.0907,0.923
21097,0.4106,0.4427,0.1356,0.1655,0.7861
21099,0.7693,0.7683,0.7645,0.2702,0.7944
21101,0.6451,0.4418,0.8682,0.4411,0.6986
21103,0.522,0.7667,0.5719,0.2855,0.2164
21105,0.4265,0.5239,0.3561,0.4319,0.3393
21107,0.6439,0.5465,0.7276,0.3736,0.711
21109,0.5115,0.7607,0.3415,0.0048,0.4841
21111,0.6146,0.4112,0.6894,0.7199,0.7008
21113,0.2743,0.325,0.5296,0.3705,0.1607
21115,0.7282,0.8377,0.3606,0.0105,0.9239
21117,0.296,0.1989,0.4262,0.3762,0.4714
21119,0.7728,0.7435,0.5503,0.0169,0.9819
21121,0.7581,0.7782,0.648,0.0547,0.9112
21123,0.2899,0.2998,0.8272,0.2928,0.0971
21125,0.663,0.711,0.6375,0.0547,0.7708
21127,0.5337,0.8701,0.4332,0.0223,0.2737
21129,0.8014,0.8469,0.5019,0.0977,0.9656
21131,0.6349,0.7696,0.1292,0.013,0.9535
21133,0.7658,0.7973,0.8281,0.0086,0.8004
21135,0.5703,0.8218,0.5948,0.0057,0.3558
21137,0.6238,0.8081,0.7266,0.1515,0.3495
21139,0.126,0.3281,0.2957,0.0812,0.0439
21141,0.4507,0.5197,0.654,0.3616,0.2524
21143,0.1715,0.1318,0.2454,0.3332,0.3265
21145,0.5573,0.374,0.5522,0.5035,0.8068
21147,0.7482,0.7899,0.1856,0.3552,0.9742
21149,0.274,0.3189,0.3902,0.0458,0.3848
21151,0.4908,0.6079,0.148,0.3421,0.6833
21153,0.7813,0.853,0.7292,0.0051,0.8421
21155,0.7572,0.7215,0.8736,0.3845,0.6512
21157,0.2139,0.1598,0.4609,0.0302,0.415
21159,0.6235,0.6553,0.1999,0.2508,0.9265
21161,0.6158,0.4271,0.9045,0.3616,0.6404
21163,0.1849,0.2167,0.1238,0.3488,0.3033
21165,0.345,0.535,0.2638,0.0773,0.366
21167,0.2747,0.5426,0.2432,0.3001,0.1241
21169,0.4978,0.458,0.7658,0.0977,0.5401
21171,0.6671,0.6442,0.7989,0.1852,0.6805
21173,0.6617,0.6174,0.7285,0.212,0.7495
21175,0.6938,0.7187,0.1251,0.2562,0.9879
21177,0.2702,0.4694,0.2024,0.2454,0.2155
21179,0.0831,0.0751,0.3129,0.3119,0.0955
21181,0.4093,0.487,0.4137,0.0547,0.4997
21183,0.4523,0.4952,0.8215,0.1327,0.247
21185,0.0264,0.0076,0.1439,0.3819,0.0815
21187,0.3536,0.5312,0.4077,0.0977,0.2705
21189,0.7088,0.8768,0.43,0.2148,0.6735
21191,0.4551,0.471,0.4395,0.0977,0.6286
21193,0.6591,0.6935,0.7046,0.1127,0.6999
21195,0.7432,0.8721,0.4694,0.0156,0.8631
21197,0.7085,0.634,0.6489,0.0589,0.9367
21199,0.6636,0.7906,0.818,0.1655,0.4118
21201,0.486,0.7756,0.0461,0.0105,0.7629
21203,0.6782,0.7702,0.6537,0.0156,0.7295
21205,0.4784,0.5337,0.0216,0.126,0.9841
21207,0.6677,0.6645,0.9268,0.1738,0.4803
21209,0.2069,0.0487,0.6101,0.4147,0.3953
21211,0.3345,0.3039,0.3555,0.5579,0.3619
21213,0.3071,0.4609,0.2712,0.451,0.1976
21215,0.0255,0.0726,0.0589,0.1623,0.0726
21217,0.4077,0.4017,0.5242,0.3488,0.4029
21219,0.8316,0.8355,0.7693,0.4341,0.8326
21221,0.4414,0.528,0.5716,0.3794,0.2648
21223,0.6069,0.5859,0.6779,0.2454,0.6588
21225,0.2101,0.219,0.1544,0.5137,0.2919
21227,0.7266,0.5614,0.592,0.5802,0.9106
21229,0.4045,0.3647,0.5519,0.3845,0.4017
21231,0.7498,0.7403,0.8721,0.1983,0.6856
21233,0.698,0.5226,0.9392,0.3705,0.6709
21235,0.7425,0.7807,0.4418,0.0458,0.9551
21237,0.8097,0.9278,0.5105,0.0057,0.9255
21239,0.1585,0.1461,0.487,0.4271,0.1165
22001,0.888,0.8873,0.9173,0.5907,0.73740000000000006
22003,0.7244,0.5913,0.5777,0.6763,0.8466
22005,0.3253,0.2263,0.6483,0.7091,0.2104
22007,0.7527,0.6194,0.9363,0.7314,0.5067
22009,0.9284,0.8711,0.8549,0.7419,0.9357
22011,0.5201,0.5602,0.5347,0.5423,0.3972
22013,0.943,0.8157,0.915,0.8536,0.9621
22015,0.6961,0.6515,0.6314,0.7231,0.6146
22017,0.9001,0.8902,0.6588,0.9032,0.8921
22019,0.7097,0.6302,0.6028,0.7171,0.7104
22021,0.7922,0.8409,0.4943,0.5621,0.8167
22023,0.2371,0.2546,0.3437,0.3141,0.2629
22025,0.8221,0.9144,0.2731,0.733,0.8612
22027,0.8355,0.8186,0.5331,0.9004,0.8288
22029,0.9682,0.9354,0.9539,0.8224,0.9153
22031,0.8144,0.7868,0.8418,0.8027,0.5805
22033,0.8027,0.718,0.6569,0.9032,0.7702
22035,0.9672,0.9338,0.6257,0.9726,0.9946
22037,0.7521,0.606,0.2276,0.8561,0.9745
22039,0.999,0.9857,0.9885,0.726,0.992
22041,0.8873,0.9539,0.7333,0.7358,0.7056
22043,0.5465,0.507,0.556,0.6085,0.513
22045,0.9507,0.8736,0.9383,0.8094,0.9284
22047,0.8425,0.7005,0.6219,0.887,0.9363
22049,0.7737,0.5643,0.9338,0.7193,0.6789
22051,0.7985,0.7743,0.7931,0.8644,0.5582
22053,0.817,0.8259,0.9567,0.577,0.4379
22055,0.7447,0.6149,0.5013,0.733,0.8899
22057,0.8033,0.7438,0.7632,0.5996,0.7957
22059,0.5697,0.4274,0.6098,0.507,0.7206
22061,0.839,0.7766,0.2833,0.8577,0.9806
22063,0.4437,0.3383,0.5996,0.4055,0.5045
22065,0.9978,0.9561,0.9497,0.9497,0.9994
22067,0.9077,0.844,0.6413,0.881,0.9669
22069,0.8641,0.9551,0.2381,0.8743,0.8746
22071,0.8329,0.9208,0.3355,0.9615,0.7279
22073,0.8593,0.8059,0.4424,0.8173,0.9612
22075,0.6528,0.3991,0.7747,0.7537,0.7476
22077,0.7858,0.802,0.9102,0.7903,0.337
22079,0.9023,0.7839,0.8504,0.7826,0.9433
22081,0.8272,0.7311,0.859,0.8272,0.7066
22083,0.8937,0.9449,0.5869,0.7877,0.8701
22085,0.8307,0.8434,0.8358,0.7171,0.6066
22087,0.8666,0.9548,0.8962,0.7728,0.3803
22089,0.3157,0.4045,0.5048,0.7435,0.0818
22091,0.9185,0.8148,0.9691,0.9048,0.7572
22093,0.5554,0.4796,0.4659,0.8835,0.4968
22095,0.7158,0.753,0.6509,0.9519,0.3695
22097,0.8374,0.8307,0.6665,0.8511,0.7524
22099,0.7301,0.7244,0.7826,0.747,0.451
22101,0.8638,0.775,0.916,0.832,0.7046
22103,0.451,0.4306,0.816,0.5751,0.169
22105,0.8905,0.845,0.9195,0.7632,0.7654
22107,0.7234,0.9093,0.1735,0.9144,0.493
22109,0.86,0.817,0.7807,0.7212,0.825
22111,0.6789,0.4968,0.7985,0.6951,0.6687
