fips,svi_overall,svi_ses,svi_hhchar,svi_minority,svi_housing
22113,0.7899,0.7081,0.8498,0.5732,0.7231
22115,0.754,0.7062,0.6216,0.6849,0.754
22117,0.9736,0.957,0.9796,0.732,0.8526
22119,0.9039,0.8281,0.7327,0.7728,0.9631
22121,0.5423,0.4688,0.1528,0.837,0.7915
22123,0.5898,0.6579,0.5697,0.5716,0.4071
22125,0.4389,0.4319,0.0404,0.8631,0.7059
22127,0.7136,0.6509,0.6232,0.7397,0.6633
23001,0.5614,0.4516,0.4663,0.3141,0.8523
23003,0.5757,0.5703,0.5888,0.1655,0.7034
23005,0.1789,0.1388,0.0481,0.3421,0.6222
23007,0.4118,0.4504,0.218,0.0703,0.7349
23009,0.2043,0.2537,0.1353,0.1181,0.4255
23011,0.3125,0.2874,0.1859,0.126,0.725
23013,0.1684,0.2377,0.1461,0.0863,0.3167
23015,0.204,0.3113,0.2362,0.1066,0.2393
23017,0.3173,0.5894,0.1104,0.1127,0.3386
23019,0.4249,0.4287,0.1149,0.1852,0.8539
23021,0.493,0.7113,0.4405,0.1359,0.3647
23023,0.0665,0.2412,0.1006,0.1359,0.0385
23025,0.4659,0.619,0.2973,0.0589,0.5735
23027,0.2693,0.4539,0.1219,0.0977,0.3832
23029,0.6957,0.7826,0.7349,0.3469,0.5057
23031,0.1719,0.1843,0.2015,0.1852,0.3221
24001,0.549,0.5668,0.3886,0.4179,0.6477
24003,0.1903,0.0971,0.1633,0.7151,0.3791
24005,0.5175,0.3081,0.4914,0.8297,0.6779
24009,0.0086,0.0344,0.0318,0.5831,0.0089
24011,0.676,0.6525,0.8533,0.6184,0.3978
24013,0.0328,0.0306,0.0452,0.3705,0.1426
24015,0.3208,0.2931,0.3135,0.4701,0.4287
24017,0.197,0.1057,0.3915,0.9338,0.1343
24019,0.7874,0.7193,0.9468,0.7651,0.4313
24021,0.1827,0.1076,0.3055,0.6512,0.2272
24023,0.2327,0.2813,0.3144,0.0344,0.3609
24025,0.1015,0.0773,0.1448,0.6174,0.1575
24027,0.1369,0.0232,0.437,0.8736,0.1547
24029,0.4567,0.3218,0.4198,0.5882,0.6232
24031,0.4631,0.2673,0.4351,0.9087,0.5726
24033,0.7969,0.6665,0.5099,0.9911,0.881
24035,0.0404,0.0894,0.0917,0.4459,0.0306
24037,0.303,0.1604,0.4733,0.64,0.4217
24039,0.8546,0.8714,0.3043,0.8673,0.9367
24041,0.2419,0.1684,0.6636,0.5866,0.1375
24043,0.5987,0.4408,0.627,0.577,0.7333
24045,0.8199,0.7473,0.6104,0.7699,0.8803
24047,0.4882,0.3927,0.394,0.5519,0.6671
24510,0.8682,0.8393,0.5633,0.9704,0.8635
25001,0.0961,0.1499,0.1728,0.3705,0.0923
25003,0.367,0.2801,0.4023,0.3889,0.5589
25005,0.5875,0.4494,0.669,0.5481,0.6668
25007,0.1136,0.2728,0.1525,0.4822,0.0341
25009,0.6085,0.3593,0.5767,0.6891,0.8555
25011,0.3689,0.3011,0.5236,0.3218,0.4567
25013,0.8234,0.6454,0.8651,0.7708,0.8281
25015,0.2575,0.2527,0.0356,0.4949,0.683
25017,0.2677,0.1136,0.0662,0.669,0.8224
25019,0.119,0.1999,0.0344,0.6528,0.1582
25021,0.2734,0.1229,0.1117,0.6384,0.7562
25023,0.2845,0.1983,0.3549,0.5509,0.4026
25025,0.7861,0.6696,0.2206,0.8988,0.9761
25027,0.4398,0.2578,0.3304,0.6146,0.7457
26001,0.1413,0.4284,0.2578,0.0643,0.035
26003,0.3953,0.3094,0.1674,0.4901,0.7425
26005,0.1725,0.1146,0.3329,0.3972,0.2753
26007,0.3552,0.422,0.5656,0.0773,0.3259
26009,0.0643,0.1728,0.1044,0.1359,0.0719
26011,0.3355,0.4542,0.3717,0.1181,0.3498
26013,0.4125,0.2508,0.2588,0.6493,0.7292
26015,0.0522,0.1053,0.1076,0.1569,0.0904
26017,0.3514,0.485,0.3148,0.3332,0.2833
26019,0.0786,0.2237,0.0519,0.1738,0.1047
26021,0.6964,0.5863,0.7696,0.6321,0.6413
26023,0.7263,0.6038,0.7457,0.3304,0.8666
26025,0.6906,0.5528,0.7021,0.5939,0.7623
26027,0.2473,0.3364,0.3265,0.4535,0.1493
26029,0.1499,0.2307,0.1779,0.1738,0.2142
26031,0.2728,0.5191,0.1973,0.2829,0.1674
26033,0.6665,0.5627,0.2705,0.7027,0.916
26035,0.7677,0.9437,0.6448,0.1066,0.6057
26037,0.0363,0.0277,0.1136,0.3523,0.0948
26039,0.3568,0.5509,0.4281,0.1515,0.2199
26041,0.3294,0.2664,0.309,0.2658,0.6225
26043,0.1598,0.0678,0.4624,0.0977,0.4201
26045,0.2231,0.1038,0.4064,0.5115,0.3784
26047,0.17,0.2222,0.1267,0.3421,0.254
26049,0.6766,0.6789,0.7104,0.6595,0.4761
26051,0.5952,0.7126,0.6655,0.0735,0.5261
26053,0.3752,0.3453,0.3475,0.3046,0.5474
26055,0.1967,0.198,0.0748,0.2241,0.5538
26057,0.3335,0.30620000000000003,0.1435,0.4411,0.6394
26059,0.4577,0.3877,0.3151,0.1327,0.8367
26061,0.4714,0.5738,0.0306,0.2454,0.9192
26063,0.198,0.3316,0.2247,0.0977,0.2066
26065,0.5917,0.5398,0.1454,0.6938,0.8822
26067,0.3437,0.2689,0.1518,0.3819,0.7568
26069,0.4392,0.6003,0.444,0.1903,0.3113
26071,0.3272,0.4481,0.2667,0.1359,0.4125
26073,0.606,0.7804,0.028,0.4682,0.9061
26075,0.5194,0.4313,0.4348,0.4758,0.7132
26077,0.4516,0.4106,0.1754,0.5977,0.6773
26079,0.3596,0.6703,0.1776,0.1569,0.2518
26081,0.4739,0.2989,0.513,0.648,0.6515
26083,0.0188,0.1741,0.0961,0.0201,0.007
26085,0.6563,0.8596,0.2982,0.451,0.5525
26087,0.219,0.3571,0.1321,0.2778,0.2441
26089,0.0398,0.1073,0.1279,0.3253,0.0213
26091,0.3628,0.3109,0.3864,0.4271,0.4698
26093,0.0054,0.0337,0.0153,0.1515,0.0547
26095,0.3577,0.3402,0.1961,0.5831,0.4955
26097,0.6435,0.641,0.4373,0.6464,0.6528
26099,0.3864,0.3673,0.4141,0.5751,0.3402
26101,0.3867,0.4379,0.3017,0.3616,0.4376
26103,0.2358,0.3059,0.0589,0.2409,0.5442
26105,0.4379,0.4768,0.4421,0.2778,0.4615
26107,0.5805,0.6098,0.0888,0.3001,0.9532
26109,0.2253,0.1929,0.1572,0.2094,0.5662
26111,0.1544,0.1257,0.0958,0.289,0.486
26113,0.4675,0.6349,0.4971,0.1779,0.3265
26115,0.1556,0.2199,0.1404,0.2928,0.2269
26117,0.4252,0.3908,0.2403,0.2829,0.7282
26119,0.3565,0.6693,0.3877,0.0589,0.1553
26121,0.6248,0.4717,0.515,0.6085,0.8262
26123,0.4997,0.5229,0.6034,0.3218,0.4577
26125,0.1464,0.1295,0.1458,0.6674,0.2062
26127,0.7212,0.633,0.7594,0.5274,0.7031
26129,0.5417,0.7279,0.4955,0.1359,0.4414
26131,0.1614,0.3899,0.1502,0.0977,0.126
26133,0.6289,0.6926,0.5286,0.1359,0.7362
26135,0.6257,0.824,0.5302,0.0907,0.5271
26137,0.4453,0.4669,0.5496,0.126,0.4981
26139,0.1773,0.0643,0.1916,0.4949,0.515
26141,0.2222,0.4169,0.3561,0.0735,0.1264
26143,0.5016,0.6687,0.6668,0.1327,0.2909
26145,0.655,0.5356,0.7228,0.6964,0.6101
26147,0.3078,0.443,0.3479,0.2928,0.2298
26149,0.6149,0.5146,0.7934,0.43,0.599
26151,0.4255,0.5321,0.4682,0.1655,0.3806
26153,0.4026,0.5659,0.3625,0.4411,0.2187
26155,0.1181,0.1754,0.1257,0.1655,0.2231
26157,0.2635,0.4332,0.2005,0.212,0.261
26159,0.6887,0.6057,0.7428,0.5391,0.6652
26161,0.2568,0.2085,0.0181,0.6862,0.7597
26163,0.8714,0.8316,0.888,0.8803,0.6509
26165,0.4344,0.4793,0.4799,0.1779,0.4691
27001,0.2804,0.3619,0.3794,0.1655,0.2842
27003,0.1327,0.0586,0.302,0.5481,0.2285
27005,0.3415,0.2489,0.4936,0.4411,0.4383
27007,0.809,0.675,0.5216,0.6607,0.9682
27009,0.309,0.1327,0.3202,0.3552,0.7849
27011,0.1216,0.0945,0.1833,0.0344,0.416
27013,0.318,0.2944,0.0277,0.3972,0.8794
27015,0.0767,0.015,0.2635,0.1983,0.2906
27017,0.2451,0.1241,0.3405,0.3762,0.5417
27019,0.0156,0.0025,0.091,0.3705,0.0745
27021,0.4055,0.4653,0.2658,0.5423,0.4023
27023,0.6722,0.5309,0.8756,0.4179,0.6579
27025,0.0318,0.0309,0.0207,0.2148,0.2734
27027,0.316,0.1757,0.1324,0.4211,0.8549
27029,0.844,0.8272,0.6474,0.4634,0.9348
27031,0.1817,0.0815,0.1432,0.4574,0.5506
27033,0.4647,0.2247,0.8587,0.4459,0.5283
27035,0.148,0.1868,0.1894,0.1181,0.2849
27037,0.1521,0.0563,0.4433,0.5891,0.2177
27039,0.0407,0.006,0.2963,0.2702,0.1009
27041,0.0694,0.0598,0.0827,0.0547,0.331
27043,0.1095,0.0952,0.2225,0.3141,0.2024
27045,0.1932,0.1687,0.4058,0.0643,0.3199
27047,0.415,0.2511,0.781,0.4701,0.3969
27049,0.1693,0.113,0.1626,0.289,0.4723
27051,0.1337,0.1945,0.2568,0.0907,0.183
27053,0.3956,0.177,0.2349,0.7066,0.8192
27055,0.0296,0.0248,0.2521,0.0977,0.071
27057,0.2435,0.1846,0.3651,0.2202,0.4363
27059,0.0646,0.1582,0.0493,0.1779,0.1302
27061,0.3803,0.3243,0.2839,0.3001,0.662
27063,0.0197,0.0194,0.2887,0.2454,0.0194
27065,0.2355,0.2829,0.1636,0.1127,0.472
27067,0.4694,0.2365,0.788,0.5621,0.5522
27069,0.1127,0.0917,0.1216,0.0907,0.4208
27071,0.3469,0.3103,0.253,0.2855,0.633
27073,0.0678,0.0153,0.3682,0.1127,0.1996
27075,0.0729,0.0538,0.2849,0.0703,0.1897
27077,0.0716,0.1209,0.0426,0.2454,0.2053
27079,0.0649,0.0509,0.3199,0.2966,0.0812
27081,0.1098,0.1779,0.2384,0.0589,0.1528
27083,0.4854,0.2228,0.6267,0.5006,0.8106
27085,0.0761,0.0742,0.0964,0.3084,0.2148
27087,0.9255,0.9497,0.7769,0.8988,0.7998
27089,0.1088,0.0532,0.4052,0.1945,0.2288
27091,0.1916,0.1906,0.4042,0.2241,0.2123
27093,0.1044,0.056,0.219,0.1623,0.3329
27095,0.5939,0.4526,0.7015,0.3616,0.753
27097,0.1999,0.2123,0.2126,0.0643,0.4236
27099,0.6426,0.3396,0.8657,0.5831,0.7772
27101,0.1041,0.0582,0.5169,0.2276,0.1356
27103,0.2406,0.0722,0.3775,0.3794,0.6349
27105,0.7794,0.4978,0.9192,0.8071,0.7849
27107,0.2597,0.1337,0.2623,0.3488,0.6763
27109,0.2397,0.0602,0.3243,0.5621,0.6197
27111,0.2658,0.182,0.4847,0.2336,0.4427
27113,0.2457,0.0847,0.4634,0.3119,0.5977
27115,0.5108,0.4895,0.2011,0.3574,0.8472
27117,0.4526,0.247,0.9141,0.3972,0.3877
27119,0.3982,0.15310000000000001,0.5025,0.4367,0.8094
27121,0.029,0.0372,0.1334,0.0773,0.1063
27123,0.6747,0.3959,0.4917,0.7855,0.9453
27125,0.1117,0.0449,0.2642,0.2454,0.346
27127,0.2002,0.1006,0.4554,0.4147,0.30620000000000003
27129,0.2171,0.1079,0.3345,0.3972,0.4475
27131,0.4099,0.2642,0.254,0.5261,0.7686
27133,0.1279,0.0411,0.3854,0.1945,0.352
27135,0.2113,0.0933,0.4179,0.2928,0.4656
27137,0.2973,0.2476,0.0675,0.3119,0.8164
27139,0.0964,0.0146,0.3259,0.5481,0.1964
27141,0.0719,0.0105,0.2553,0.3253,0.2438
27143,0.1028,0.0697,0.2715,0.3794,0.177
27145,0.3886,0.239,0.2581,0.4634,0.7839
27147,0.2489,0.1349,0.2113,0.4271,0.62
27149,0.169,0.0516,0.0945,0.4147,0.7085
27151,0.3581,0.1747,0.9087,0.3141,0.3215
27153,0.556,0.4383,0.7187,0.3421,0.6575
27155,0.289,0.0831,0.4742,0.3889,0.7136
27157,0.1025,0.1047,0.3195,0.1181,0.1639
27159,0.7798,0.571,0.7864,0.212,0.979
27161,0.2788,0.1671,0.3908,0.3542,0.5369
27163,0.0668,0.013,0.2183,0.5226,0.1537
27165,0.6499,0.4675,0.9316,0.663,0.4532
27167,0.1467,0.0872,0.3842,0.2094,0.303
27169,0.1553,0.1623,0.013,0.2928,0.726
27171,0.022,0.0318,0.0869,0.2562,0.0707
27173,0.2597,0.0567,0.7537,0.3469,0.4933
28001,0.9857,0.9873,0.9523,0.9418,0.86
28003,0.838,0.9386,0.7683,0.5242,0.5891
28005,0.8762,0.8771,0.8752,0.8173,0.6194
28007,0.9729,0.9392,0.9669,0.8568,0.8975
28009,0.5576,0.6318,0.4624,0.7899,0.3132
28011,0.9895,0.9914,0.8851,0.9567,0.9395
28013,0.8686,0.7712,0.9679,0.747,0.6375
28015,0.5468,0.6913,0.1477,0.747,0.5022
28017,0.9297,0.8826,0.9628,0.8797,0.7148
28019,0.6283,0.8011,0.4144,0.7139,0.3202
28021,0.9239,0.9096,0.323,0.9927,0.9911
28023,0.7257,0.81,0.8689,0.761,0.2136
28025,0.73740000000000006,0.9599,0.2279,0.9319,0.3316
28027,0.9446,0.9882,0.5942,0.9815,0.8208
28029,0.8399,0.7944,0.634,0.9071,0.8234
28031,0.7925,0.9281,0.803,0.7903,0.2546
28033,0.3164,0.3144,0.6362,0.7632,0.0993
28035,0.9663,0.9507,0.7877,0.8195,0.978
28037,0.5595,0.5563,0.8469,0.761,0.1754
28039,0.8094,0.8351,0.7874,0.4023,0.7381
28041,0.6849,0.7553,0.0952,0.656,0.9039
28043,0.8791,0.9236,0.8377,0.8536,0.5592
28045,0.5525,0.6073,0.5385,0.4634,0.4513
28047,0.9217,0.9236,0.831,0.7543,0.8568
28049,0.8956,0.9453,0.4815,0.9777,0.8558
28051,0.992,0.9965,0.8262,0.987,0.964
28053,0.9733,0.9994,0.9246,0.9815,0.5958
28055,0.9847,0.9634,0.4379,0.9297,1
28057,0.2954,0.4325,0.1493,0.3253,0.3539
28059,0.7148,0.7925,0.8491,0.7126,0.2514
28061,0.6728,0.5586,0.7397,0.9023,0.4949
28063,0.9204,0.9074,0.4644,0.9905,0.9663
28065,0.7769,0.9663,0.2696,0.9379,0.3915
28067,0.8313,0.7069,0.9433,0.7447,0.6728
28069,0.944,0.9201,0.7441,0.9484,0.9408
28071,0.4774,0.6028,0.0124,0.6827,0.852
28073,0.691,0.7556,0.6321,0.6384,0.4745
28075,0.9176,0.8329,0.8059,0.8644,0.9446
28077,0.7775,0.9389,0.6747,0.7419,0.2966
28079,0.9777,0.887,0.9854,0.8892,0.9252
28081,0.7546,0.6556,0.7024,0.7377,0.7301
28083,0.9306,0.9879,0.5108,0.9806,0.788
28085,0.712,0.7502,0.337,0.7151,0.7269
28087,0.7829,0.8969,0.2829,0.8711,0.6677
28089,0.3421,0.2712,0.3482,0.8412,0.3036
28091,0.9437,0.9863,0.6209,0.7435,0.9029
28093,0.8558,0.9535,0.6477,0.8867,0.5255
28095,0.6655,0.8065,0.6493,0.7171,0.2702
28097,0.901,0.8889,0.9449,0.8644,0.627
28099,0.9551,0.901,0.9418,0.8094,0.9188
28101,0.7661,0.5567,0.8039,0.795,0.7938
28103,0.9879,0.9892,0.8456,0.9739,0.9539
28105,0.7804,0.8756,0.0882,0.8297,0.909
28107,0.8491,0.9774,0.7158,0.8886,0.3065
28109,0.6171,0.6572,0.7292,0.5341,0.3756
28111,0.7565,0.9112,0.7164,0.5831,0.3304
28113,0.971,0.972,0.8797,0.9096,0.8861
28115,0.7272,0.5672,0.9513,0.6073,0.5207
28117,0.8434,0.7307,0.8985,0.5226,0.8651
28119,0.9593,0.9987,0.5684,0.9742,0.8291
28121,0.3736,0.2871,0.3511,0.6416,0.4596
28123,0.9745,0.951,0.9959,0.88,0.6696
28125,0.9583,0.9398,0.7826,0.9758,0.9449
28127,0.7161,0.86,0.3071,0.7763,0.5452
28129,0.55,0.6741,0.5913,0.6353,0.2397
28131,0.8246,0.8673,0.4835,0.6044,0.8644
28133,0.9621,0.9933,0.5188,0.979,0.9169
28135,0.9567,0.9787,0.3787,0.9462,0.9857
28137,0.7438,0.7982,0.4319,0.7419,0.6665
28139,0.8431,0.8797,0.8504,0.5939,0.6162
28141,0.654,0.8568,0.754,0.2409,0.2928
28143,0.9752,0.9895,0.4163,0.9835,0.9898
28145,0.7139,0.682,0.9262,0.5786,0.373
28147,0.8647,0.9173,0.8113,0.8616,0.5369
28149,0.9405,0.9176,0.923,0.8883,0.8138
28151,0.9949,0.993,0.9793,0.9758,0.8565
28153,0.908,0.9679,0.9624,0.8183,0.3797
28155,0.5092,0.6687,0.6423,0.5732,0.161
28157,0.9192,0.9542,0.7034,0.9698,0.7804
28159,0.9134,0.9077,0.8915,0.8778,0.7339
28161,0.7365,0.8746,0.2766,0.8119,0.5859
28163,0.9984,0.9917,0.9758,0.9472,0.958
29001,0.4968,0.7209,0.1057,0.3523,0.5818
29003,0.042,0.1528,0.099,0.1359,0.0309
29005,0.1295,0.2342,0.2546,0.0302,0.1445
29007,0.5687,0.6639,0.7314,0.3972,0.2969
29009,0.5786,0.6123,0.8456,0.4701,0.2546
29011,0.7279,0.9036,0.8052,0.2508,0.3431
29013,0.5926,0.6248,0.5754,0.1852,0.6661
29015,0.6314,0.8383,0.451,0.1181,0.5624
29017,0.5048,0.7623,0.3014,0.0643,0.464
29019,0.3819,0.3456,0.0532,0.5716,0.782
29021,0.761,0.6435,0.669,0.507,0.8902
29023,0.8415,0.9433,0.8326,0.3705,0.6022
29025,0.3339,0.3787,0.3024,0.1359,0.5086
29027,0.2362,0.4208,0.0617,0.3355,0.3001
29029,0.3262,0.5334,0.2591,0.1515,0.2864
29031,0.3399,0.4513,0.0837,0.4411,0.513
29033,0.3135,0.6076,0.2919,0.126,0.1661
29035,0.5032,0.6677,0.6283,0.1359,0.317
29037,0.1286,0.1948,0.3488,0.3972,0.0557
29039,0.6553,0.7613,0.6416,0.1181,0.6391
29041,0.1572,0.1884,0.3402,0.126,0.2008
29043,0.1384,0.1878,0.332,0.212,0.1311
29045,0.4395,0.4994,0.4478,0.0239,0.5605
29047,0.2467,0.2177,0.4793,0.5423,0.1817
29049,0.0939,0.163,0.1884,0.1779,0.1104
29051,0.2498,0.1474,0.1763,0.5315,0.5783
29053,0.4408,0.5283,0.3335,0.3819,0.4185
29055,0.7982,0.9612,0.7794,0.0977,0.543
29057,0.5713,0.8342,0.2072,0.1779,0.5621
29059,0.5818,0.7565,0.809,0.126,0.2667
29061,0.5013,0.5293,0.4093,0.0506,0.7492
29063,0.1305,0.1712,0.0302,0.4478,0.3501
29065,0.7081,0.8332,0.7912,0.1903,0.4784
29067,0.3705,0.6983,0.7097,0.0977,0.0414
29069,0.978,0.9768,0.9835,0.5598,0.8721
29071,0.126,0.2982,0.1658,0.1181,0.0952
29073,0.1022,0.1254,0.415,0.0547,0.1162
29075,0.5003,0.5121,0.6989,0.0506,0.5468
29077,0.5535,0.5818,0.1388,0.4125,0.8644
29079,0.7479,0.7155,0.8886,0.1623,0.7212
29081,0.6057,0.5172,0.9243,0.1066,0.5694
29083,0.6827,0.7651,0.837,0.1852,0.4815
29085,0.5672,0.9589,0.5856,0.1127,0.0961
29087,0.1273,0.1639,0.3409,0.0547,0.1649
29089,0.2333,0.2253,0.45,0.3682,0.2078
29091,0.6534,0.788,0.7005,0.1445,0.5178
29093,0.7422,0.8097,0.746,0.126,0.7187
29095,0.6715,0.599,0.6225,0.7728,0.6044
29097,0.7514,0.754,0.7788,0.4854,0.634
29099,0.1604,0.2607,0.2737,0.2148,0.1397
29101,0.3762,0.4806,0.0255,0.4478,0.7387
29103,0.3364,0.677,0.6684,0.0385,0.0474
29105,0.571,0.6824,0.5735,0.2336,0.4905
29107,0.1658,0.2081,0.1394,0.2613,0.2868
29109,0.8202,0.9217,0.9258,0.3574,0.4335
29111,0.4975,0.6018,0.1499,0.2241,0.7756
29113,0.2174,0.2581,0.3905,0.2094,0.2142
29115,0.1575,0.2632,0.6015,0.0977,0.0519
29117,0.3501,0.4243,0.2648,0.2381,0.4526
29119,0.818,0.846,0.8437,0.6512,0.5611
29121,0.5344,0.4433,0.8313,0.1945,0.5519
29123,0.6053,0.6397,0.5815,0.1066,0.7228
29125,0.592,0.7626,0.7056,0.0735,0.3988
29127,0.394,0.3845,0.2998,0.3253,0.5751
29129,0.4217,0.493,0.5707,0.1569,0.3555
29131,0.3927,0.5869,0.1945,0.0977,0.4558
29133,0.9166,0.9841,0.8838,0.6763,0.5656
29135,0.5204,0.4223,0.5509,0.3469,0.7113
29137,0.4004,0.3635,0.3603,0.2241,0.6286
29139,0.458,0.3587,0.7422,0.1852,0.5181
29141,0.7651,0.8475,0.7715,0.1515,0.6897
29143,0.8475,0.874,0.8813,0.5598,0.6254
29145,0.564,0.5885,0.4198,0.4841,0.5955
29147,0.2368,0.4179,0.0054,0.2409,0.7237
29149,0.683,0.8835,0.8867,0.1515,0.2307
29151,0.013,0.0309,0.021,0.0073,0.1563
29153,0.472,0.7992,0.2661,0.0735,0.3218
29155,0.9535,0.9889,0.9551,0.7027,0.6155
29157,0.2202,0.3708,0.1696,0.0863,0.274
29159,0.6773,0.5999,0.8561,0.4701,0.5573
29161,0.669,0.6082,0.4819,0.3845,0.8778
29163,0.5843,0.5372,0.3208,0.3616,0.8698
29165,0.1006,0.0544,0.2425,0.5465,0.1614
29167,0.5929,0.5888,0.4099,0.1945,0.8326
29169,0.6432,0.5041,0.549,0.6916,0.7584
29171,0.2941,0.3775,0.3094,0.0547,0.4144
29173,0.1053,0.3937,0.0694,0.1359,0.05
29175,0.4682,0.5786,0.2654,0.3762,0.501
29177,0.098,0.2794,0.0589,0.1983,0.1044
29179,0.5602,0.7896,0.3215,0.1852,0.5025
29181,0.6273,0.9064,0.6601,0.0812,0.2651
29183,0.036,0.0143,0.0859,0.4179,0.1267
29185,0.4427,0.556,0.3068,0.1655,0.521
29186,0.0882,0.1722,0.1429,0.0643,0.1416
29187,0.7113,0.6856,0.3676,0.2855,0.9472
29189,0.3199,0.2183,0.4542,0.7397,0.3043
29195,0.5729,0.4545,0.6652,0.557,0.6171
29197,0.2075,0.3479,0.3638,0.0156,0.1633
29199,0.4841,0.7479,0.2619,0.0086,0.4943
29201,0.746,0.6661,0.8141,0.5022,0.7066
29203,0.5834,0.8603,0.3889,0.1655,0.3902
29205,0.3641,0.3549,0.6388,0.0977,0.3826
29207,0.5624,0.8135,0.7244,0.0907,0.219
29209,0.4609,0.719,0.1973,0.1127,0.4551
29211,0.4459,0.4185,0.288,0.5996,0.5423
29213,0.7187,0.7021,0.4898,0.3657,0.8756
29215,0.88,0.9666,0.6531,0.3001,0.8571
29217,0.64,0.6496,0.7699,0.1655,0.6127
29219,0.2298,0.3475,0.2893,0.2966,0.1674
29221,0.8036,0.9131,0.6591,0.1655,0.7909
29223,0.6241,0.8622,0.3339,0.1738,0.5484
29225,0.5582,0.6092,0.4341,0.1623,0.712
29227,0.24,0.1785,0.6483,0.0426,0.3192
29229,0.8759,0.9656,0.9707,0.1779,0.479
29510,0.8517,0.8472,0.4523,0.9058,0.8835
30001,0.2559,0.3129,0.2342,0.3189,0.325
30003,0.6661,0.8663,0.0767,0.9726,0.5528
30005,0.9475,0.9102,0.9064,0.9042,0.8749
30007,0.0802,0.36,0.1158,0.1066,0.0134
30009,0.0751,0.1464,0.3323,0.1779,0.0369
30011,0.3138,0.457,0.0315,0.0344,0.7995
30013,0.5283,0.3721,0.4615,0.4586,0.8154
30015,0.2766,0.1894,0.2218,0.5964,0.4844
30017,0.4071,0.1954,0.5156,0.2702,0.818
30019,0.0503,0.0436,0.1082,0.2613,0.1572
30021,0.177,0.0465,0.1111,0.2336,0.8199
30023,0.6607,0.5773,0.6967,0.3488,0.7607
30025,0.1448,0.0299,0.1483,0.1655,0.7578
30027,0.2813,0.2922,0.2081,0.1779,0.5567
30029,0.2272,0.3555,0.0538,0.2276,0.4176
30031,0.078,0.2301,6e-4,0.2855,0.4659
30033,0.077,0.2677,0.0748,0.0013,0.084
30035,0.9067,0.8619,0.6454,0.9644,0.9354
30037,0.1537,0.2667,0.2314,0.4701,0.0738
30039,0.1209,0.1833,0.1066,0.1445,0.2476
30041,0.5458,0.515,0.4749,0.6986,0.5159
30043,0.0971,0.0646,0.2304,0.2276,0.2419
30045,0.0267,0.1588,0.0649,0.1852,0.0159
30047,0.7276,0.7228,0.9039,0.7358,0.3094
30049,0.1423,0.1512,0.098,0.3046,0.3574
30051,0.408,0.3794,0.6553,0.0032,0.5121
30053,0.4558,0.8109,0.5353,0.2613,0.0777
30055,0.0547,0.0239,0.1814,0.3355,0.1512
30057,0.1146,0.1725,0.0239,0.2241,0.4122
30059,0.0687,0.2244,0.2158,0.2562,0.0099
30061,0.3771,0.5732,0.3644,0.2702,0.2202
30063,0.247,0.3861,0.008,0.3762,0.6862
30065,0.3787,0.6365,0.1047,0.2702,0.3689
30067,0.1591,0.2995,0.0134,0.1983,0.5054
30069,0.0029,0.126,0.0025,0.0169,0.0328
30071,0.3638,0.4163,0.352,0.5006,0.2934
30073,0.719,0.4032,0.8227,0.5331,0.9278
30075,0.0519,0.1314,0.0283,0.2658,0.1324
30077,0.3313,0.1617,0.2728,0.3574,0.8253
30079,0.1276,0.2419,0.3593,0.0239,0.0837
30081,0.2673,0.5573,0.2584,0.2613,0.0999
30083,0.2081,0.05,0.2148,0.3762,0.7403
30085,0.7954,0.8297,0.162,0.9491,0.9001
30087,0.6066,0.6343,0.1773,0.8625,0.6674
30089,0.4268,0.7559,0.2791,0.3218,0.1652
30091,0.1158,0.1502,0.1165,0.3189,0.2069
30093,0.4532,0.3918,0.3447,0.3141,0.6983
30095,0.0385,0.0735,0.0977,0.2202,0.0678
30097,0.0216,0.0315,0.2533,0.2202,0.0245
30099,0.2915,0.3195,0.2715,0.1903,0.4631
30101,0.5789,0.4067,0.1088,0.4125,0.9952
30103,0.1206,0.2737,0.1719,0.0025,0.1305
30105,0.3151,0.4453,0.3797,0.4656,0.1684
30107,0.2594,0.5474,0.0722,0.1181,0.2922
30109,0.1677,0.1308,0.9188,0.289,0.0251
30111,0.3084,0.2104,0.1951,0.4367,0.6722
31001,0.471,0.2365,0.6973,0.4478,0.7053
31003,0.1085,0.085,0.6416,0.0907,0.0968
31005,0.1359,0.3425,0.4007,0.0773,0.0277
31007,0.0232,0.0035,0.9208,0.289,3e-4
31009,0.0143,0.0668,0.2759,0,0.0064
31011,0.0283,0.0471,0.1785,0.0302,0.0742
31013,0.4112,0.268,0.5006,0.5341,0.5586
31015,0.0474,0.0757,0.3444,0.1066,0.0325
31017,0.1391,0.1919,0.3832,0.126,0.1283
31019,0.3848,0.2884,0.3616,0.4179,0.6079
31021,0.2091,0.3536,0.4682,0.2202,0.0732
31023,0.0875,0.0455,0.5528,0.1623,0.1158
31025,0.0455,0.0859,0.0971,0.2046,0.0783
31027,0.006,0.0185,0.1591,0.0302,0.0102
31029,0.2537,0.2463,0.7301,0.4885,0.0805
31031,0.1502,0.1849,0.1327,0.4023,0.2368
31033,0.2193,0.2005,0.1098,0.3574,0.5016
31035,0.1123,0.1222,0.6598,0.3596,0.0248
31037,0.3854,0.3654,0.381,0.8838,0.2282
31039,0.161,0.1101,0.5738,0.3762,0.1439
31041,0.1824,0.1922,0.6404,0.126,0.12
31043,0.7689,0.5169,0.7635,0.8902,0.8546
